source	target	target_id
105	15th week post-fertilization human stage	HsapDv:0000052
112	16th week post-fertilization human stage	HsapDv:0000053
113	16th week post-fertilization human stage	HsapDv:0000053
119	17th week post-fertilization human stage	HsapDv:0000054
126	18th week post-fertilization human stage	HsapDv:0000055
127	18th week post-fertilization human stage	HsapDv:0000055
147	21st week post-fertilization human stage	HsapDv:0000058
149	21st week post-fertilization human stage	HsapDv:0000058
178	26th week post-fertilization human stage	HsapDv:0000063
192	28th week post-fertilization human stage	HsapDv:0000065
23	Carnegie stage 10	HsapDv:0000017
35	Carnegie stage 15	HsapDv:0000022
45	Carnegie stage 18	HsapDv:0000025
47	Carnegie stage 18	HsapDv:0000025
59	Carnegie stage 23	HsapDv:0000030
60	Carnegie stage 23	HsapDv:0000030
61	Carnegie stage 23	HsapDv:0000030
90	13th week post-fertilization human stage	HsapDv:0000050
98	14th week post-fertilization human stage	HsapDv:0000051
