"name","id"
'Antigen presenting cell (RPS high)', "nan"
'Basal cell', "nan"
'Club', "nan"
'Dendritic cell', "nan"
'Endothelial cell', "nan"
'Enterocyte progenitor', "nan"
'Epithelial cell (intermediated)', "nan"
'Fasciculata cell', "nan"
'Fetal enterocyte ', "nan"
'Fetal epithelial progenitor', "nan"
'Fibroblast', "nan"
'Gastric endocrine cell', "nan"
'Goblet cell', "nan"
'Hillock', "nan"
'Leukocytes', "nan"
'Luminal', "nan"
'Macrophage', "nan"
'Monocyte', "nan"
'Primordial germ cell', "nan"
'Smooth muscle cell', "nan"
'Stratified epithelial cell', "nan"
'Stromal cell', "nan"
'T cell', "nan"
