"name","id"
"cumulus cell", "nan"
"granulosa cell", "nan"
"large luteal cell", "nan"
"macrophage", "nan"
"small luteal cell", "nan"
"epithelial cell of ovarian surface", "nan"
"endothelial cell of ovarian surface", "nan"
"stromal cell", "nan"
"thecal cell", "nan"
"unknown", "nan"
