source	target	target_id
35-year	35-year-old human stage	HsapDv:0000129
44-year	44-year-old human stage	HsapDv:0000138
55-year	55-year-old human stage	HsapDv:0000149
65-year	65-year-old human stage	HsapDv:0000159
