source	target
lung parenchyma	lung parenchyma
nan	nasal artery:anterior nuclear group:autonomic nervous system:nasal ciliary artery:|||:ruminant forestomach:diencephalic white matter:distal phalanx of digit 4:distal phalanx of digit 3
nose	nose
respiratory airway	respiratory airway
