source	target
10x 3' transcription profiling	10x 3' transcription profiling
10x 3' v1	10x 3' v1
10x 3' v2	10x 3' v2
10x 3' v3	10x 3' v3
10x 5' transcription profiling	10x 5' transcription profiling
10x 5' v1	10x 5' v1
10x 5' v2	10x 5' v2
Drop-seq	Drop-seq
Seq-Well	Seq-Well
