source,target
Proliferating Dendritic,"epithelial cell of lung:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:type I pneumocyte:neutrophil:type II pneumocyte:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:liver dendritic cell:pre-conventional dendritic cell:conventional dendritic cell:prolactin secreting cell:|||:CD8_alpha-negative CD11b-negative dendritic cell:Fraction C precursor B cell:Fraction B precursor B cell:Fraction A pre-pro B cell"
Proliferating Immune,"mesodermal cell:serous cell of epithelium of lobular bronchiole:mesothelial cell of visceral pleura:epithelial cell of lung:|||:type I pneumocyte:type II pneumocyte:neutrophil:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:non-classical monocyte:Fraction C' precursor B cell:|||:Fraction B precursor B cell:Fraction A pre-pro B cell:Fraction C precursor B cell:alpha-beta intraepithelial T cell"
Proliferating NK,"mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lung:epithelial cell of lower respiratory tract:|||:type I pneumocyte:type II pneumocyte:neutrophil:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:pyramidal neuron:Fraction A pre-pro B cell:|||:Fraction B precursor B cell:Fraction C precursor B cell:intraepithelial lymphocyte:CD4-negative CD8-negative gamma-delta intraepithelial T cell"
Proliferating T,"epithelial cell of lower respiratory tract:mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lung:|||:type I pneumocyte:type II pneumocyte:mature neutrophil:neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:prolactin secreting cell:protein secreting cell:Fraction B precursor B cell:Fraction C precursor B cell:|||:Fraction A pre-pro B cell:intraepithelial lymphocyte:oligodendrocyte:CD4-negative CD8-negative gamma-delta intraepithelial T cell"
Reg4/cKit+ deep crypt secretory cells (Distal),"enteric smooth muscle cell:epithelial cell of appendix:smooth muscle cell of large intestine:epithelial cell of large intestine:|||:secretory cell:excretory cell:R7 photoreceptor cell:R4 photoreceptor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:large intestine crypt goblet cell:kidney cortex artery cell:red sensitive photoreceptor cell:noradrenergic cell:|||:R2 photoreceptor cell:R5 photoreceptor cell:R8 photoreceptor cell:R3 photoreceptor cell"
Regulatory T,"pneumocyte:mesodermal cell:epithelial cell of lower respiratory tract:brush cell of lobular bronchiole:|||:natural T-regulatory cell:induced T-regulatory cell:CD4-positive, CD25-positive, alpha-beta regulatory T cell:naive regulatory T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:regulatory T cell:regulatory B cell:CD8-positive, alpha-beta regulatory T cell:memory regulatory T cell:|||:activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human:CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell:memory CCR4-positive regulatory T cell:naive CCR4-positive regulatory T cell"
SPN_Neuron_STR,"neuronal stem cell:striatum neuron:neuron of the substantia nigra:central nervous system neuron:|||:neuron:neuron of the forebrain:neuroblast (sensu Nematoda and Protostomia):neuroblast (sensu Vertebrata):|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:sensory neuron:pioneer neuron:interneuron:spheroplast:|||:Kolmer-Agduhr neuron:non-pigmented ciliary epithelial cell:Rohon-Beard neuron:mature neutrophil"
Stroma    fibroblast,"renal filtration cell:extraglomerular mesangial cell:outer medulla vasa recta ascending limb cell:outer medulla vasa recta descending limb cell:|||:fibroblast:ooblast:iridoblast:glioblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:marrow fibroblast:thromboblast:skin fibroblast:fibroblast of cardiac tissue:|||:myoblast:ovarian fibroblast:keratocyte:neuroblast (sensu Vertebrata)"
Stroma    kidney mesangial cell,"extraglomerular mesangial cell:glomerular mesangial cell:kidney interstitial cell:kidney medulla cell:|||:mesangial phagocyte:mesangial cell:animal cell:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:strial marginal cell:strial intermediate cell:brain macroglial cell:kidney medulla interstitial cell:|||:Kolmer-Agduhr neuron:B cell:Feyrter cell:nodal myocyte"
T cell,"mesodermal cell:primordial germ cell:cardiac septum cell:epicardial adipocyte:|||:T cell:type D enteroendocrine cell:type N enteroendocrine cell:type G enteroendocrine cell:|||:T cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:tip cell:hepatic stellate cell:DN2 thymocyte:Tr1 cell"
TECs,"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:thymic medullary macrophage:|||:thymocyte:T follicular helper cell:mesenchymal stem cell:enterochromaffin-like cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:osteoclast:heterocyst:embryonic stem cell:endothelial cell of lymphatic vessel:|||:type-6 epithelial cell of thymus:enterocyte of epithelium of large intestine:pericyte cell:enteric smooth muscle cell"
Unknown Progenitor,"bone cell:leukocyte:mesodermal cell:|||:bone marrow cell:megakaryocyte-erythroid progenitor cell:non-pigmented ciliary epithelial cell:pro-NK cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:progenitor cell of endocrine pancreas:common myeloid progenitor:eosinophil progenitor cell:neutrophil progenitor cell:|||:pro-T cell:pro-B cell:hematopoietic oligopotent progenitor cell:early lymphoid progenitor"
Vein,"pneumocyte:epithelial cell of lung:mesodermal cell:basal cell of epithelium of lobular bronchiole:|||:lung microvascular endothelial cell:langerin-positive lymph node dendritic cell:langerin-positive dermal dendritic cell:langerin-negative dermal dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:echinocyte:eosinophil:luteal cell:dendritic cell:|||:endothelial cell of umbilical vein:smooth muscle cell of the umbilical vein:vein endothelial cell:interlobulary vein smooth muscle cell"
Zbtb32+ B,"mesodermal cell:brush cell of lobular bronchiole:basal cell of epithelium of lobular bronchiole:serous cell of epithelium of lobular bronchiole:|||:type II pneumocyte:type I pneumocyte:placental villous trophoblast:Langerhans cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:T3 B cell:T2 B cell:transitional stage B cell:B-2 B cell:|||:B220-positive CD38-positive naive B cell:basal cell of olfactory epithelium:basal proper cell of olfactory epithelium:type IV taste receptor cell"
actively dividing stem cell,"stem cell of epidermis:dermal dendritic cell:ectodermal cell:taste receptor cell:|||:stem cell:M cell of gut:seam cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:activated type II NK T cell:common myeloid progenitor:common myeloid progenitor, CD34-positive:activated CD4-positive, alpha-beta T cell, human:|||:nodal myocyte:B cell:type D enteroendocrine cell:type G enteroendocrine cell"
aorta endothelial cell,"aortic smooth muscle cell:fibroblast of the aortic adventitia:|||:endothelial cell:aortic endothelial cell:gut endothelial cell:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell of artery:corneal endothelial cell:thoracic aorta endothelial cell:glomerular endothelial cell"
atrial cardiomyocyte,"epicardial adipocyte:fetal derived definitive erythrocyte:cardiac muscle myoblast:primitive red blood cell:|||:muscle cell:cardiac muscle cell:fetal cardiomyocyte:regular atrial cardiac myocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:regular cardiac myocyte:myocyte of sinoatrial node:regular interatrial cardiac myocyte:early promyelocyte:|||:oocyte:myelocyte:regular interventricular cardiac myocyte:monocyte"
basal,"embryonic fibroblast:primitive red blood cell:primordial germ cell:gestational hematopoietic stem cell:|||:tongue muscle cell:bronchioalveolar stem cell:type I taste bud cell:basal cell of olfactory epithelium:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:basal cell:basophil:blastemal cell:non-terminally differentiated cell:|||:myoepithelial cell of acinus of lactiferous gland:basal cell of epithelium of terminal bronchiole:basal cell of epithelium of bronchus:basal cell of epithelium of trachea"
basal bladder epithelial cell (Krt5+),":|||:epithelial cell:glial cell:adepithelial cell:bladder urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:brush border epithelial cell:pneumocyte:myoepithelial cell:barrier epithelial cell:|||:Kolmer-Agduhr neuron:duct epithelial cell:sensory epithelial cell:neurecto-epithelial cell"
basal bladder epithelial cell (Krt5+Krt14+),":|||:epithelial cell:glial cell:adepithelial cell:barrier epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:brush border epithelial cell:pneumocyte:myoepithelial cell:bladder urothelial cell:|||:Kolmer-Agduhr neuron:neurecto-epithelial cell:sensory epithelial cell:duct epithelial cell"
basal cell,"ectodermal cell:mammary alveolar cell:myoepithelial cell of acinus of lactiferous gland:myoepithelial cell of lactiferous alveolus:|||:basal cell:Slamf1-positive multipotent progenitor cell:Kolmer-Agduhr neuron:T cell:|||:basal cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:blastemal cell:non-terminally differentiated cell:B-1a B cell:basket cell"
basophil,"mesodermal cell:bone cell:leukocyte:|||:basophil:mature basophil:bone marrow macrophage:bone marrow cell:|||:basophil:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:thyrotroph:gonadtroph:mast cell:oncocyte"
bladder mesenchymal cell (Car3+),":|||:Kolmer-Agduhr neuron:M cell of gut:Feyrter cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cardiac mesenchymal cell:angioblastic mesenchymal cell:meso-epithelial cell:amnion mesenchymal stem cell:|||:nodal myocyte:type D enteroendocrine cell:T cell:type G enteroendocrine cell"
bladder mesenchymal cell (Scara5+),":|||:Kolmer-Agduhr neuron:type G enteroendocrine cell:Feyrter cell:type D enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cardiac mesenchymal cell:angioblastic mesenchymal cell:meso-epithelial cell:amnion mesenchymal stem cell:|||:B cell:T cell:M cell of gut:nodal myocyte"
cardiac mast cell,"cardiac septum cell:epicardial adipocyte:cardiac muscle myoblast:primordial germ cell:|||:T cell:mast cell:fat cell:connective tissue type mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cardiac muscle cell:nodal myocyte:cardiac mesenchymal cell:cardiac myoblast:|||:mucosal type mast cell:parafollicular cell:type N enteroendocrine cell:type G enteroendocrine cell"
cardiac neuron,"cardiac septum cell:cardiac muscle myoblast:epicardial adipocyte:primordial germ cell:|||:neuron:Kolmer-Agduhr neuron:Rohon-Beard neuron:migratory cardiac neural crest cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neuron of cerebral cortex:GABAergic neuron:primary neuron:adrenergic neuron:|||:cerebellum glutamatergic neuron:pericardial nephrocyte:glutamatergic neuron:hippocampal neuron"
chondrocyte-like,":|||:chondrocyte:type X enteroendocrine cell:oocyte:oncocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:osteoclast:echinocyte:cholangiocyte:Bm4 B cell:|||:periarticular chondrocyte:columnar chondrocyte:hypertrophic chondrocyte:glomerular visceral epithelial cell"
common lymphoid progenitor cell,"mesodermal cell:leukocyte:bone cell:|||:lymphoid lineage restricted progenitor cell:common lymphoid progenitor:pro-T cell:pro-B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD7-positive lymphoid progenitor cell:common myeloid progenitor:CD7-negative lymphoid progenitor cell:myeloid lineage restricted progenitor cell"
coronary vascular endothelial cell,"cardiac muscle myoblast:cardiac septum cell:epicardial adipocyte:primordial germ cell:|||:endothelial cell of vascular tree:endothelial cell:glial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:microvascular endothelial cell:mammary microvascular endothelial cell:ovarian microvascular endothelial cell:lung microvascular endothelial cell:|||:endothelial tip cell:urothelial cell:Kolmer-Agduhr neuron:gut endothelial cell"
early pro B cell,"mesodermal cell:leukocyte:bone cell:|||:B cell:early pro-B cell:pro-B cell:follicular B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Fraction A pre-pro B cell:late pro-B cell:ear hair cell:retinal rod cell"
endocardial endothelial cells,"epicardial adipocyte:cardiac septum cell:cardiac muscle myoblast:primordial germ cell:|||:endocardial cell:endothelial cell:glial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell of artery:corneal endothelial cell:aortic endothelial cell:vein endothelial cell"
endothelial cell,":|||:endothelial cell:glial cell:gut endothelial cell:endothelial tip cell:|||:endothelial cell:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endo-epithelial cell:mesothelial cell:endosteal cell:meningothelial cell"
endothelial cell of endocardium,"epicardial adipocyte:smooth muscle cell of the pulmonary artery:mesodermal cell:cardiac muscle myoblast:|||:endothelial cell:endocardial cell:vein endothelial cell:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell of venule:endothelial cell of sinusoid:endothelial cell of artery:endothelial cell of arteriole"
endothelial cell of hepatic sinusoid,"endothelial cell of hepatic sinusoid:epithelial cell of alimentary canal:intrahepatic cholangiocyte:mesodermal cell:|||:endothelial cell:type I pneumocyte:glial cell:vein endothelial cell:|||:endothelial cell of hepatic sinusoid:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell of sinusoid:Kupffer cell:endothelial cell of lymphatic vessel:epithelial cell of prostatic acinus"
epithelial cell of proximal tubule,epithelial cell of glomerular capsule:parietal epithelial cell:glomerular visceral epithelial cell:kidney pelvis urothelial cell:|||:epithelial cell:kidney epithelial cell:epithelial cell of proximal tubule:glial cell:|||:epithelial cell of proximal tubule:cartwheel heterochromatin:neutrophil progenitor cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:epithelial cell of distal tubule:epithelial cell of prostate:epithelial cell of intermediate tubule:epithelial cell of lacrimal duct
fenestrated cell,"renal filtration cell:inner renal cortex cell:kidney interstitial cell:kidney inner medulla cell:|||:fenestrated cell:type D enteroendocrine cell:double-positive, alpha-beta thymocyte:Be cell:|||:fenestrated cell:cartwheel heterochromatin:eosinophilic promyelocyte:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:renal intercalated cell:storage cell:Feyrter cell:Meynert cell"
fibroblast,embryonic fibroblast:mesodermal cell:fibroblast of pulmonary artery:primitive red blood cell:|||:fibroblast:ooblast:keratocyte:gallbladder fibroblast:|||:fibroblast:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:iridoblast:skin fibroblast:glioblast:marrow fibroblast
fibroblast of cardiac tissue,"fibroblast of pulmonary artery:epicardial adipocyte:cardiac septum cell:embryonic fibroblast:|||:fibroblast:fibroblast of cardiac tissue:fibroblast of arm:ooblast:|||:fibroblast of cardiac tissue:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fibroblast of areolar connective tissue:fibroblast of lymphatic vessel:fibroblast of dense regular elastic tissue:fibroblast of dermis"
filiform,"primordial germ cell:fetal derived definitive erythrocyte:embryonic fibroblast:primitive red blood cell:|||:gamma-delta intraepithelial T cell:CD4-positive, alpha-beta intraepithelial T cell:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:intraepithelial lymphocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fibroblast of arm:band form neutrophil:neuroglioform cell:iridophore:|||:CD4-negative CD8-negative gamma-delta intraepithelial T cell:alpha-beta intraepithelial T cell:type II pneumocyte:flatworm hypodermal cell"
granulocyte,":|||:granulocyte:group 2 innate lymphoid cell:group 2 innate lymphoid cell, mouse:oocyte:|||:granulocyte:eosinophilic promyelocyte:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:retinal ganglion cell:primitive reticulocyte:trabecular meshwork cell:primordial germ cell"
granulocyte monocyte progenitor cell,"mesodermal cell:leukocyte:bone cell:|||:granulocyte monocyte progenitor cell:granulocyte:pro-B cell:hepatic stellate cell:|||:granulocyte monocyte progenitor cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Kit-positive granulocyte monocyte progenitor:megakaryocyte progenitor cell:cardiac muscle myoblast:adult endothelial progenitor cell"
granulocyte-monocyte progenitor,":|||:granulocyte:CD14-positive monocyte:monocyte:granulocyte monocyte progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Kit-positive granulocyte monocyte progenitor:common lymphoid progenitor:megakaryocyte-erythroid progenitor cell:megakaryocyte progenitor cell"
granulocytopoietic cell,"bone cell:mesodermal cell:leukocyte:|||:parafollicular cell:granulocytopoietic cell:granulocyte:Tc2 cell:|||:granulocytopoietic cell:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:erythroid lineage cell:hematopoietic cell:monopoietic cell:granule cell"
hematopoietic stem cell,"enteric smooth muscle cell:smooth muscle cell of cecum:epithelial cell of large intestine:epithelial cell of appendix:|||:stem cell:M cell of gut:hematopoietic stem cell:cord blood hematopoietic stem cell:|||:hematopoietic stem cell:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:AGM hematopoietic stem cell:hematopoietic cell:yolk sac hematopoietic stem cell:common lymphoid progenitor"
hepatic stellate cell,"intrahepatic cholangiocyte:mesodermal cell:epithelial cell of alimentary canal:endothelial cell of hepatic sinusoid:|||:hepatic stellate cell:type I pneumocyte:fat cell:smooth muscle myoblast:|||:hepatic stellate cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:hepatic stem cell:pancreatic stellate cell:hepatic pit cell:hepatic oval stem cell"
immature B cell,leukocyte:mesodermal cell:bone cell:|||:B cell:immature B cell:mature B cell:thymocyte:|||:immature B cell:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:|||:immature T cell:T cell:immature natural killer cell:immature NK T cell
inner bulge,"taste receptor cell:epidermal melanocyte:neuromast mantle cell:dermal melanocyte:|||:erythrocyte:endothelial cell of lymphatic vessel:myofibroblast cell:enucleate erythrocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:inner phalangeal cell:kidney tubule cell:cochlear inner hair cell:inner cell mass cell:|||:kidney inner medulla interstitial cell:kidney inner medulla collecting duct epithelial cell:kidney inner medulla collecting duct intercalated cell:kidney inner medulla collecting duct principal cell"
kidney collecting duct epithelial cell,"kidney cortex collecting duct epithelial cell:kidney medulla collecting duct epithelial cell:kidney outer medulla collecting duct epithelial cell:kidney inner medulla collecting duct epithelial cell:|||:kidney collecting duct epithelial cell:epithelial cell:duct epithelial cell:endothelial cell of lymphatic vessel:|||:kidney collecting duct epithelial cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney collecting duct principal cell:kidney collecting duct intercalated cell:kidney connecting tubule epithelial cell:kidney collecting duct cell"
kidney collecting duct principal cell,kidney cortex collecting duct epithelial cell:kidney medulla collecting duct epithelial cell:kidney outer medulla collecting duct epithelial cell:kidney inner medulla collecting duct epithelial cell:|||:kidney collecting duct principal cell:endothelial cell of lymphatic vessel:kidney cortex collecting duct principal cell:kidney collecting duct epithelial cell:|||:kidney collecting duct principal cell:cartwheel heterochromatin:immature gamma-delta T cell:gamma-delta intraepithelial T cell:|||:kidney collecting duct intercalated cell:kidney outer medulla collecting duct principal cell:kidney inner medulla collecting duct principal cell:kidney collecting duct cell
kidney interstitial fibroblast,"kidney interstitial cell:kidney cortex interstitial cell:kidney medulla interstitial cell:kidney outer medulla interstitial cell:|||:kidney interstitial fibroblast:fibroblast:kidney interstitial myofibroblast:kidney interstitial fibrocyte:|||:kidney interstitial fibroblast:immature basophil:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:pulmonary interstitial fibroblast:kidney interstitial inflammatory macrophage:kidney interstitial suppressor macrophage:perijunctional fibroblast"
kidney loop of Henle ascending limb epithelial cell,"kidney loop of Henle thin ascending limb epithelial cell:kidney loop of Henle medullary thick ascending limb epithelial cell:kidney cortex collecting duct epithelial cell:kidney medulla collecting duct epithelial cell:|||:epithelial cell:kidney loop of Henle ascending limb epithelial cell:kidney loop of Henle descending limb epithelial cell:kidney loop of Henle thick ascending limb epithelial cell:|||:kidney loop of Henle ascending limb epithelial cell:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:kidney loop of Henle thin descending limb epithelial cell:kidney loop of Henle cortical thick ascending limb epithelial cell:kidney loop of Henle epithelial cell:kidney collecting duct epithelial cell"
late pro B cell,"leukocyte:mesodermal cell:bone cell:|||:B cell:late pro-B cell:pro-B cell:follicular B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Fraction A pre-pro B cell:large pre-B-II cell:mature B cell:early pro-B cell"
leukocyte,"primordial germ cell:fetal derived definitive erythrocyte:epicardial adipocyte:primitive red blood cell:|||:leukocyte:mature eosinophil:mature neutrophil:neutrophil:|||:leukocyte:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:group 2 innate lymphoid cell, mouse:group 2 innate lymphoid cell:splenocyte:pneumocyte"
luminal bladder epithelial cell (umbrella cell),":|||:epithelial cell:glial cell:adepithelial cell:mature natural killer cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:luminal epithelial cell of prostatic duct:luminal epithelial cell of mammary gland:single ciliated epithelial cell:epithelial cell of prostatic acinus:|||:barrier epithelial cell:bladder urothelial cell:Kolmer-Agduhr neuron:lens epithelial cell"
luminal epithelial cell of mammary gland,myoepithelial cell of lactiferous alveolus:mammary alveolar cell:myoepithelial cell of acinus of lactiferous gland:ectodermal cell:|||:epithelial cell:luminal epithelial cell of mammary gland:myoepithelial cell of mammary gland:glial cell:|||:luminal epithelial cell of mammary gland:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:myoepithelial cell of sweat gland:epithelial cell of parathyroid gland:luminal epithelial cell of prostatic duct:epithelial cell of sweat gland
luminal progenitor cell,"mammary alveolar cell:ectodermal cell:myoepithelial cell of lactiferous alveolus:myoepithelial cell of acinus of lactiferous gland:|||:pro-B cell:pro-T cell:hepatic stellate cell:Tr1 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:retinal progenitor cell:lymphoid lineage restricted progenitor cell:mesenchymal stem cell:eosinophil progenitor cell:|||:embryonic blood vessel endothelial progenitor cell:adult endothelial progenitor cell:R6 photoreceptor cell:R1 photoreceptor cell"
lymphocyte of B lineage,"brush cell of trachea:epithelial cell of tracheobronchial tree:mesodermal cell:basal cell of epithelium of trachea:|||:lymphocyte:lymphocyte of B lineage:T cell:B cell:|||:lymphocyte of B lineage:cartwheel heterochromatin:eosinophilic promyelocyte:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:lymphocyte of B lineage, CD19-positive:adipocyte of breast:melanocyte of skin:melanocyte of skin of face"
macrophage,:|||:macrophage:microglial cell:central nervous system macrophage:alternatively activated macrophage:|||:macrophage:cartwheel heterochromatin:transitional stage B cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:inflammatory macrophage:elicited macrophage:tissue-resident macrophage:Kupffer cell
macrophage/monocyte,"intrahepatic cholangiocyte:mesodermal cell:endothelial cell of hepatic sinusoid:epithelial cell of alimentary canal:|||:macrophage:CD14-positive monocyte:Kupffer cell:monocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:macroglial cell:promonocyte:pneumocyte:fetal derived definitive erythrocyte:|||:oenocyte:ionocyte:oncocyte:primordial germ cell"
megakaryocyte-erythroid progenitor cell,"mesodermal cell:leukocyte:bone cell:|||:megakaryocyte:megakaryocyte-erythroid progenitor cell:erythroid progenitor cell:pro-B cell:|||:megakaryocyte-erythroid progenitor cell:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:megakaryocyte progenitor cell:Kit-positive erythroid progenitor cell:Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell:Kit-positive megakaryocyte progenitor cell"
mesangial cell,"glomerular mesangial cell:extraglomerular mesangial cell:macula densa epithelial cell:glomerular cell:|||:mesangial cell:mesangial phagocyte:animal cell:glial cell:|||:mesangial cell:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:macroglial cell:synovial cell:mesothelial cell:meningothelial cell"
