source,target
DC2,"cortical thymic epithelial cell:medullary thymic epithelial cell:leukocyte:thymic medullary macrophage:|||:plasmacytoid dendritic cell:naive thymus-derived CD4-positive, alpha-beta T cell:epithelial cell of thymus:hypothalamus cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myeloid dendritic cell:conventional dendritic cell:dendritic epidermal T cell:group 2 innate lymphoid cell"
DN,"leukocyte:pulmonary interstitial fibroblast:thymic medullary macrophage:medullary thymic epithelial cell:|||:naive thymus-derived CD4-positive, alpha-beta T cell:naive thymus-derived CD8-positive, alpha-beta T cell:epithelial cell of thymus:type-2 epithelial cell of thymus:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myeloid dendritic cell:neuronal stem cell:macrophage dendritic cell progenitor:pro-T cell:|||:kidney arteriole smooth muscle cell:kidney interstitial myofibroblast:kidney collecting duct intercalated cell:kidney collecting duct principal cell"
DP,"thymic medullary macrophage:medullary thymic epithelial cell:leukocyte:pulmonary interstitial fibroblast:|||:naive thymus-derived CD8-positive, alpha-beta T cell:epithelial cell of thymus:naive thymus-derived CD4-positive, alpha-beta T cell:type-2 epithelial cell of thymus:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:common dendritic progenitor:macrophage dendritic cell progenitor:pigmented ciliary epithelial cell:double-positive, alpha-beta thymocyte:|||:Kit-positive macrophage dendritic cell progenitor:CD69-positive double-positive thymocyte:double-positive blast:resting double-positive thymocyte"
ETP,"leukocyte:cortical thymic epithelial cell:medullary thymic epithelial cell:pulmonary interstitial fibroblast:|||:early T lineage precursor:type-4 epithelial cell of thymus:type-3 epithelial cell of thymus:type-5 epithelial cell of thymus:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:early lymphoid progenitor:eosinophil progenitor cell:common lymphoid progenitor:adult endothelial progenitor cell"
Endo,"leukocyte:cortical thymic epithelial cell:medullary thymic epithelial cell:thymic medullary macrophage:|||:epithelial cell of thymus:squamous endothelial cell:T-helper 9 cell:mesenchymal stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endospore:eosinophil progenitor cell:tendon cell:band form neutrophil:|||:type EC2 enteroendocrine cell:endocrine-paracrine cell of prostate gland:neuroendocrine cell:enteroendocrine cell"
Epi_GCM2,"cortical thymic epithelial cell:medullary thymic epithelial cell:leukocyte:pulmonary interstitial fibroblast:|||:granulocyte monocyte progenitor cell:T-helper 9 cell:common lymphoid progenitor:megakaryocyte-erythroid progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:adult endothelial progenitor cell:group 2 innate lymphoid cell:peptic cell:Leydig cell:|||:early lymphoid progenitor:retinal ganglion cell:eosinophil progenitor cell:common myeloid progenitor"
Ery,"leukocyte:medullary thymic epithelial cell:cortical thymic epithelial cell:thymic medullary macrophage:|||:naive thymus-derived CD4-positive, alpha-beta T cell:naive thymus-derived CD8-positive, alpha-beta T cell:epithelial cell of thymus:T-helper 9 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pericyte cell:primitive erythroid progenitor:sperm:effector memory CD8-positive, alpha-beta T cell, terminally differentiated:|||:smooth muscle cell of the subclavian artery:arcuate artery cell:nucleate erythrocyte:fibroblast of tunica adventitia of artery"
Fb_1,"pulmonary interstitial fibroblast:leukocyte:thymic cortical macrophage:thymic medullary macrophage:|||:myofibroblast cell:T-helper 9 cell:mesenchymal stem cell:naive thymus-derived CD4-positive, alpha-beta T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Fraction B precursor B cell:bone marrow macrophage:B-1 B cell:basophil progenitor cell:|||:smooth muscle cell of rectum:fibroblast of tunica adventitia of artery:fibroblast of pedal digit skin:fibroblast of skin of abdomen"
Fb_2,"pulmonary interstitial fibroblast:leukocyte:thymic medullary macrophage:thymic cortical macrophage:|||:myofibroblast cell:T follicular helper cell:T-helper 9 cell:naive thymus-derived CD4-positive, alpha-beta T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Fraction B precursor B cell:bone marrow macrophage:B-2 B cell:basophil progenitor cell:|||:type 4 otic fibrocyte:smooth muscle cell:fast muscle cell:slow muscle cell"
Fb_cycling,"cortical thymic epithelial cell:leukocyte:thymic cortical macrophage:thymic medullary macrophage:|||:naive thymus-derived CD4-positive, alpha-beta T cell:conventional dendritic cell:enterochromaffin-like cell:common lymphoid progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:circulating cell:fat body cell:fibrocyte:follicular B cell:|||:multi-ciliated epithelial cell:myofibroblast cell:nucleate erythrocyte:enucleate erythrocyte"
ILC3,"leukocyte:medullary thymic epithelial cell:cortical thymic epithelial cell:thymic cortical macrophage:|||:group 3 innate lymphoid cell:Langerhans cell:group 2 innate lymphoid cell:ILC1:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:intraepithelial lymphocyte:CD4-negative CD8-negative gamma-delta intraepithelial T cell:plasmacytoid dendritic cell"
Lymph,"thymic medullary macrophage:leukocyte:cortical thymic epithelial cell:medullary thymic epithelial cell:|||:thymocyte:early lymphoid progenitor:mesenchymal lymphangioblast:memory CCR4-positive regulatory T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:lymphocyte:T cell:B cell:oncocyte:|||:lymph node tingible body macrophage:innate lymphoid cell:B-2 B cell:B-1b B cell"
Mac,"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:pulmonary interstitial fibroblast:|||:thymic macrophage:epithelial cell of thymus:hypothalamus cell:T-helper 9 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pericyte cell:professional antigen presenting cell:mucosal type mast cell:multi-ciliated epithelial cell:|||:CD11c-low plasmacytoid dendritic cell:central nervous system macrophage:secondary lymphoid organ macrophage:lymph node macrophage"
Mast,"medullary thymic epithelial cell:pulmonary interstitial fibroblast:cortical thymic epithelial cell:leukocyte:|||:epithelial cell of thymus:naive thymus-derived CD4-positive, alpha-beta T cell:T follicular helper cell:T-helper 9 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mast cell progenitor:myoblast:monoblast:mesodermal cell:|||:Fc-epsilon RIalpha-low mast cell progenitor:anterior lateral line neuromast hair cell:mucosal type mast cell:mast cell"
Mgk,"medullary thymic epithelial cell:leukocyte:thymic cortical macrophage:thymic medullary macrophage:|||:epithelial cell of thymus:T follicular helper cell:mesenchymal stem cell:naive thymus-derived CD4-positive, alpha-beta T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:megakaryocyte progenitor cell:megakaryocyte:megakaryocyte-erythroid progenitor cell:hematopoietic multipotent progenitor cell:|||:migratory enteric neural crest cell:common myeloid progenitor, CD34-positive:premigratory neural crest cell:migratory neural crest cell"
Mono,"pulmonary interstitial fibroblast:leukocyte:medullary thymic epithelial cell:thymic cortical macrophage:|||:epithelial cell of thymus:T follicular helper cell:mesenchymal stem cell:T-helper 9 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD14-positive monocyte:monocyte:monoblast:mature neutrophil:|||:CD14-positive, CD16-low monocyte:mononuclear odontoclast:CD115-positive monocyte OR common dendritic progenitor:granulocyte monocyte progenitor cell"
NK,"leukocyte:pulmonary interstitial fibroblast:thymic cortical macrophage:thymic medullary macrophage:|||:pro-NK cell:epithelial cell of thymus:type-1 epithelial cell of thymus:type-6 epithelial cell of thymus:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:immature natural killer cell:CD56-positive, CD161-positive immature natural killer cell, human:CD56-negative, CD161-positive immature natural killer cell, human:NK1.1-positive natural killer cell, mouse:|||:Ly49D-positive natural killer cell, mouse:CD4-positive type I NK T cell secreting interleukin-4:CD94-negative, Ly49CI-negative natural killer cell, mouse:CD94-positive natural killer cell, mouse"
NKT,"leukocyte:cortical thymic epithelial cell:medullary thymic epithelial cell:pulmonary interstitial fibroblast:|||:epithelial cell of thymus:pro-NK cell:T-helper 9 cell:naive thymus-derived CD4-positive, alpha-beta T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD56-negative, CD161-positive immature natural killer cell, human:immature natural killer cell:CD56-positive, CD161-positive immature natural killer cell, human:NK1.1-positive natural killer cell, mouse:|||:CD4-positive type I NK T cell secreting interferon-gamma:type I NK T cell:immature NK T cell:type II NK T cell secreting interleukin-4"
NMP,"medullary thymic epithelial cell:pulmonary interstitial fibroblast:thymic cortical macrophage:leukocyte:|||:epithelial cell of thymus:non-pigmented ciliary epithelial cell:common myeloid progenitor:T-helper 9 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:hematopoietic multipotent progenitor cell:macrophage dendritic cell progenitor:common myeloid progenitor, CD34-positive:megakaryocyte progenitor cell:|||:primary cultured cell:cytotoxic T cell:T-helper 17 cell:Tr1 cell"
T(agonist),"pulmonary interstitial fibroblast:leukocyte:cortical thymic epithelial cell:thymic cortical macrophage:|||:neuronal stem cell:naive thymus-derived CD4-positive, alpha-beta T cell:T-helper 9 cell:mesenchymal stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:angioblastic mesenchymal cell:glioblast (sensu Vertebrata):tracheoblast:primordial germ cell:|||:immature single positive thymocyte:male germ line stem cell (sensu Vertebrata):spermatogonium:type IIa muscle cell"
TEC(myo),"cortical thymic epithelial cell:medullary thymic epithelial cell:leukocyte:thymic medullary macrophage:|||:T follicular helper cell:mesenchymal stem cell:naive thymus-derived CD4-positive, alpha-beta T cell:thymocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:tendon cell:osteocyte:effector memory CD4-positive, alpha-beta T cell, terminally differentiated:mucosal type mast cell:|||:embryonic stem cell:endothelial cell of lymphatic vessel:enterochromaffin-like cell:common myeloid progenitor, CD34-positive"
TEC(neuro),"cortical thymic epithelial cell:medullary thymic epithelial cell:leukocyte:thymic medullary macrophage:|||:neuron:thymocyte:non-pigmented ciliary epithelial cell:mesenchymal stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:enteric neuron:interneuron:nitrergic neuron:motor neuron:|||:Kolmer-Agduhr neuron:ganglion interneuron:CNS interneuron:primary interneuron"
Treg,"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:thymic cortical macrophage:|||:regulatory T cell:CD4-positive, CD25-positive, alpha-beta regulatory T cell:induced T-regulatory cell:natural T-regulatory cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:regulatory B cell:CD8-positive, alpha-beta regulatory T cell:CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell:retinal ganglion cell"
VSMC,"medullary thymic epithelial cell:leukocyte:cortical thymic epithelial cell:pulmonary interstitial fibroblast:|||:vascular associated smooth muscle cell:smooth muscle cell:mucosal type mast cell:naive thymus-derived CD4-positive, alpha-beta T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mesenchymal stem cell:hematopoietic stem cell:myeloid dendritic cell:mast cell progenitor"
aDC,"cortical thymic epithelial cell:medullary thymic epithelial cell:leukocyte:pulmonary interstitial fibroblast:|||:plasmacytoid dendritic cell:epithelial cell of thymus:conventional dendritic cell:naive thymus-derived CD4-positive, alpha-beta T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myeloid dendritic cell:pericyte cell:professional antigen presenting cell:bronchioalveolar stem cell:|||:F4/80-positive adipose macrophage:type I cell of adrenal medulla:oxyphil cell of parathyroid gland:epithelial cell of prostatic acinus"
cTEC,"cortical thymic epithelial cell:medullary thymic epithelial cell:leukocyte:thymic cortical macrophage:|||:connective tissue type mast cell:kidney efferent arteriole smooth muscle cell:smooth muscle cell of rectum:bronchial smooth muscle cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:oocyte:adult endothelial progenitor cell:interstitial cell of Cajal:cardioblast"
mTEC(I),"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:pulmonary interstitial fibroblast:|||:connective tissue type mast cell:enterochromaffin-like cell:embryonic stem cell:mesenchymal stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mucosal type mast cell:T follicular helper cell:type-6 epithelial cell of thymus:gamete:|||:megakaryocyte-erythroid progenitor cell:adult endothelial progenitor cell:endothelial cell of lymphatic vessel:multi-ciliated epithelial cell"
mTEC(II),"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:pulmonary interstitial fibroblast:|||:connective tissue type mast cell:embryonic stem cell:mesenchymal stem cell:T follicular helper cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mucosal type mast cell:type II pneumocyte:MHC-II-positive classical monocyte:MHC-II-negative non-classical monocyte:|||:enterochromaffin-like cell:megakaryocyte-erythroid progenitor cell:adult endothelial progenitor cell:endothelial cell of lymphatic vessel"
mTEC(III),"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:pulmonary interstitial fibroblast:|||:connective tissue type mast cell:adult endothelial progenitor cell:T follicular helper cell:enterochromaffin-like cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mucosal type mast cell:type II pneumocyte:MHC-II-low non-classical monocyte:MHC-II-positive classical monocyte:|||:embryonic stem cell:endothelial cell of lymphatic vessel:megakaryocyte-erythroid progenitor cell:luteinizing hormone secreting cell"
mTEC(IV),"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:pulmonary interstitial fibroblast:|||:connective tissue type mast cell:T follicular helper cell:adult endothelial progenitor cell:embryonic stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mucosal type mast cell:type-6 epithelial cell of thymus:gamete:motile cell:|||:megakaryocyte-erythroid progenitor cell:endothelial cell of lymphatic vessel:enterochromaffin-like cell:immature NK T cell stage IV"
mcTEC,"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:thymic cortical macrophage:|||:mucosal type mast cell:smooth muscle cell:vascular associated smooth muscle cell:connective tissue type mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:multi-ciliated epithelial cell:muscle cell:CD14-positive monocyte:monocyte:|||:type-6 epithelial cell of thymus:type-5 epithelial cell of thymus:type-7 epithelial cell of thymus:plasma cell"
pDC,"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:pulmonary interstitial fibroblast:|||:plasmacytoid dendritic cell:conventional dendritic cell:epithelial cell of thymus:naive thymus-derived CD8-positive, alpha-beta T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:adult endothelial progenitor cell:cardioblast:professional antigen presenting cell:myeloid dendritic cell"
αβT(entry),"medullary thymic epithelial cell:cortical thymic epithelial cell:thymic medullary macrophage:leukocyte:|||:naive thymus-derived CD4-positive, alpha-beta T cell:early T lineage precursor:mesenchymal stem cell:T-helper 9 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:enterocyte:Bm4 B cell:tendon cell:mature neutrophil:|||:natural T-regulatory cell:Ly49D-positive natural killer cell, mouse:adipocyte of epicardial fat of left ventricle:pigmented ciliary epithelial cell"
γδT,"medullary thymic epithelial cell:cortical thymic epithelial cell:leukocyte:pulmonary interstitial fibroblast:|||:epithelial cell of thymus:mesenchymal stem cell:T follicular helper cell:naive thymus-derived CD4-positive, alpha-beta T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:T-helper 9 cell:type I pneumocyte:type II pneumocyte:mucosal type mast cell:|||:natural T-regulatory cell:alternatively activated macrophage:smooth muscle cell derived foam cell:thymocyte"
