"name","id"
'B cell', "nan"
'B cell (Plasmocyte)', "nan"
'Dendritic cell', "nan"
'Endothelial cell (APC)', "nan"
'Endothelial cell (endothelial to mesenchymal transition)', "nan"
'Enterocyte', "nan"
'Enterocyte progenitor', "nan"
'Fetal endocrine cell', "nan"
'Fetal enterocyte ', "nan"
'Fibroblast', "nan"
'Hepatocyte/Endodermal cell', "nan"
'Macrophage', "nan"
'Mast cell', "nan"
'Monocyte', "nan"
'Smooth muscle cell', "nan"
'Stromal cell', "nan"
'T cell', "nan"
