"name","id"
'B cell', "nan"
'B cell (Plasmocyte)', "nan"
'Dendritic cell', "nan"
'Endothelial cell', "nan"
'Endothelial cell (APC)', "nan"
'Endothelial cell (endothelial to mesenchymal transition)', "nan"
'Epithelial cell', "nan"
'Fetal enterocyte ', "nan"
'Fetal mesenchymal progenitor', "nan"
'Fetal skeletal muscle cell', "nan"
'Fetal stromal cell', "nan"
'Fibroblast', "nan"
'Goblet cell', "nan"
'Macrophage', "nan"
'Mast cell', "nan"
'Monocyte', "nan"
'Myeloid cell', "nan"
'Neutrophil', "nan"
'Primordial germ cell', "nan"
'Sinusoidal endothelial cell', "nan"
'Smooth muscle cell', "nan"
'Stromal cell', "nan"
'T cell', "nan"
'hESC', "nan"
