"name","id"
'B cell (Plasmocyte)', "nan"
'Basal cell', "nan"
'Dendritic cell', "nan"
'Endothelial cell', "nan"
'Endothelial cell (APC)', "nan"
'Fetal epithelial progenitor', "nan"
'Fibroblast', "nan"
'Loop of Henle', "nan"
'Macrophage', "nan"
'Mast cell', "nan"
'Smooth muscle cell', "nan"
'Stratified epithelial cell', "nan"
'Stromal cell', "nan"
'T cell', "nan"
