"name","id"
'Antigen presenting cell (RPS high)', "nan"
'B cell IgA Plasma', "nan"
'B cell IgG Plasma', "nan"
'B cell cycling', "nan"
'B cell memory', "nan"
'Best4+ Enterocytes', "nan"
'CD4+ Memory', "nan"
'CD4+ PD1+', "nan"
'CD4+ T Activated Fos-hi', "nan"
'CD4+ T Activated Fos-lo', "nan"
'CD69+ Mast', "nan"
'CD69- Mast', "nan"
'CD8 T', "nan"
'CD8+ IELs', "nan"
'CD8+ IL17+', "nan"
'CD8+ LP', "nan"
'Cycling T', "nan"
'Cycling TA', "nan"
'DC1', "nan"
'DC2', "nan"
'Endothelial', "nan"
'Enterocyte Progenitors', "nan"
'Enterocytes', "nan"
'Enteroendocrine cells', "nan"
'Erythroid cell', "nan"
'Fetal Neuron', "nan"
'Fetal enterocyte ', "nan"
'Fetal mesenchymal progenitor', "nan"
'Fibroblast', "nan"
'Follicular', "nan"
'Glial cells', "nan"
'Goblet cells', "nan"
'ILC', "nan"
'Immature Enterocytes 1', "nan"
'Immature Enterocytes 2', "nan"
'Immature Goblet', "nan"
'LYVE1 Macrophage', "nan"
'Lymphoid DC', "nan"
'M cells', "nan"
'MT-hi', "nan"
'Macrophage', "nan"
'Monocyte', "nan"
'Myofibroblasts', "nan"
'NK', "nan"
'Neutrophil', "nan"
'Paneth cells', "nan"
'Pericytes', "nan"
'Primordial germ cell', "nan"
'Secretory TA', "nan"
'Smooth Muscle', "nan"
'Stem cells', "nan"
'Stromal', "nan"
'TA 1', "nan"
'TA 2', "nan"
'Tcm', "nan"
'Tfh', "nan"
'Th1', "nan"
'Th17', "nan"
'Treg', "nan"
'Tregs', "nan"
'Tuft', "nan"
'WNT2B+ Fos-lo 1', "nan"
'WNT5B+ 2', "nan"
'cycling DCs', "nan"
'cycling gd T', "nan"
'gd T', "nan"
'pDC', "nan"
