"name","id"
'B cell (Plasmocyte)', "nan"
'Basal cell', "nan"
'Dendritic cell', "nan"
'Endothelial cell', "nan"
'Endothelial cell (APC)', "nan"
'Epithelial cell (intermediated)', "nan"
'Fibroblast', "nan"
'Intermediated cell', "nan"
'Macrophage', "nan"
'Mast cell', "nan"
'Smooth muscle cell', "nan"
'Stromal cell', "nan"
'T cell', "nan"
