source,target
Proliferating monocyte,"glomerular visceral epithelial cell:renal filtration cell:extraglomerular mesangial cell:parietal epithelial cell:|||:CD14-positive monocyte:type I pneumocyte:monocyte:oncocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-classical monocyte:promonocyte:intermediate monocyte:plasmacytoid dendritic cell:|||:oenocyte:primordial germ cell:ionocyte:group 2 innate lymphoid cell"
Proliferating myofibroblast,"renal filtration cell:extraglomerular mesangial cell:glomerular visceral epithelial cell:epithelial cell of glomerular capsule:|||:fibroblast:type I pneumocyte:ooblast:myofibroblast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pulmonary interstitial fibroblast:ovarian fibroblast:splenic fibroblast:perijunctional fibroblast:|||:iridoblast:glioblast:type II pneumocyte:myoblast"
Proliferating stroma progenitor,"renal filtration cell:kidney cortex collecting duct epithelial cell:extraglomerular mesangial cell:glomerular visceral epithelial cell:|||:type I pneumocyte:neutrophil:type II pneumocyte:mature neutrophil:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primitive erythroid progenitor:retinal progenitor cell:progenitor cell of endocrine pancreas:lymphoid lineage restricted progenitor cell:|||:megakaryocyte-erythroid progenitor cell:Fraction C precursor B cell:Fraction A pre-pro B cell:Fraction B precursor B cell"
Proximal S shaped body,"kidney proximal straight tubule epithelial cell:parietal epithelial cell:glomerular visceral epithelial cell:macula densa epithelial cell:|||:pigmented ciliary epithelial cell:professional antigen presenting cell:oligodendrocyte:non-pigmented ciliary epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primary polar body:polar body:type-7 epithelial cell of thymus:primary spermatocyte:|||:basophil progenitor cell:nasal and broncial associated lymphoid tissue macrophage:oncocyte:epithelial cell of proximal tubule"
Proximal UB,"kidney proximal straight tubule epithelial cell:kidney pelvis urothelial cell:parietal epithelial cell:extraglomerular mesangial cell:|||:epithelial cell of proximal tubule:kidney proximal convoluted tubule epithelial cell:brush border cell of the proximal tubule:epithelial cell of distal tubule:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primary neuron:primary lens fiber:primary polar body:peridermal cell:|||:male gonocyte:primordial germ cell:epithelial cell of lacrimal duct:epithelial cell of nasolacrimal duct"
Proximal renal vesicle,"parietal epithelial cell:inner renal cortex cell:kidney proximal straight tubule epithelial cell:macula densa epithelial cell:|||:epithelial cell of proximal tubule:kidney proximal convoluted tubule epithelial cell:non-pigmented ciliary epithelial cell:common lymphoid progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:perirenal preadipocyte:permanently open valve cell:strial marginal cell:primary cultured cell:|||:neuronal stem cell:enterochromaffin-like cell:hematopoietic stem cell:interstitial cell of Cajal"
Proximal tubule,"kidney proximal straight tubule epithelial cell:parietal epithelial cell:kidney cortex tubule cell:kidney pelvis urothelial cell:|||:epithelial cell of proximal tubule:epithelial cell of distal tubule:brush border cell of the proximal tubule:kidney proximal convoluted tubule epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myotube:primary oocyte:primary lens fiber:peridermal cell:|||:epithelial cell of intermediate tubule:endothelial cell of lymphatic vessel:nephron tubule epithelial cell:bronchial goblet cell"
Stroma progenitor,"glomerular visceral epithelial cell:glomerular mesangial cell:extraglomerular mesangial cell:interlobular vein cell:|||:megakaryocyte-erythroid progenitor cell:primitive erythroid progenitor:CD34-positive, GlyA-negative erythroid progenitor cell:Kit-positive erythroid progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:preosteoblast:mast cell progenitor:erythroid progenitor cell:neutrophil progenitor cell:|||:CD34-positive, CD38-positive megakaryocyte erythroid progenitor cell:erythroid progenitor cell, mammalian:Kit-positive, CD34-negative megakaryocyte erythroid progenitor cell:DN1 thymic pro-T cell"
Thick ascending limb of Loop of Henle,"kidney loop of Henle thin ascending limb epithelial cell:kidney loop of Henle medullary thick ascending limb epithelial cell:inner medulla vasa recta ascending limb cell:outer medulla vasa recta ascending limb cell:|||:bronchioalveolar stem cell:pancreatic stellate cell:kidney cell:non-pigmented ciliary epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vasa recta ascending limb cell:kidney loop of Henle thick ascending limb epithelial cell:vasa recta descending limb cell:endothelial cell of venule:|||:kidney loop of Henle cortical thick ascending limb epithelial cell:myofibroblast cell:mesenchymal stem cell:hematopoietic stem cell"
Transitional urothelium,"kidney interstitial cell:parietal epithelial cell:kidney pelvis urothelial cell:renal filtration cell:|||:transitional myocyte:transitional stage B cell:transitional epithelial cell:kidney interstitial fibrocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:T1 B cell:basal cell of urothelium:T2 B cell:T3 B cell:|||:urothelial cell:transitional myocyte of anterior division of left branch of atrioventricular bundle:transitional myocyte of atrial septal branch of anterior internodal tract:transitional myocyte of interatrial septum"
Type A intercalated cell,"parietal epithelial cell:renal filtration cell:kidney interstitial cell:kidney medulla interstitial cell:|||:renal intercalated cell:type D enteroendocrine cell:pigmented ciliary epithelial cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:interrenal epinephrin secreting cell:interrenal norepinephrine type cell:renal beta-intercalated cell:renal alpha-intercalated cell:|||:double-positive, alpha-beta thymocyte:ciliated cell:type N enteroendocrine cell:parafollicular cell"
Type B intercalated cell,"kidney interstitial cell:interlobular vein cell:inner renal cortex cell:kidney cortical cell:|||:renal intercalated cell:pigmented ciliary epithelial cell:type D enteroendocrine cell:Be cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:interrenal epinephrin secreting cell:interrenal norepinephrine type cell:renal beta-intercalated cell:type III taste bud cell:|||:double-positive, alpha-beta thymocyte:ciliated cell:nodal myocyte:B cell"
cDC1,"glomerular visceral epithelial cell:extraglomerular mesangial cell:macula densa epithelial cell:kidney pelvis cell:|||:conventional dendritic cell:kidney collecting duct epithelial cell:kidney medulla collecting duct epithelial cell:kidney cortex collecting duct principal cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:plasmacytoid dendritic cell:common dendritic progenitor:multi-ciliated epithelial cell:interstitial cell of Cajal:|||:immature CD16-positive myeloid dendritic cell:CD11c-low plasmacytoid dendritic cell:CD1c-positive myeloid dendritic cell:mature CD8_alpha-negative CD11b-negative dendritic cell"
cDC2,"glomerular visceral epithelial cell:extraglomerular mesangial cell:macula densa epithelial cell:kidney pelvis cell:|||:plasmacytoid dendritic cell:conventional dendritic cell:kidney cortex collecting duct epithelial cell:kidney cortex collecting duct intercalated cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:multi-ciliated epithelial cell:interstitial cell of Cajal:cardioblast:common dendritic progenitor:|||:CD27-low, CD11b-low immature natural killer cell, mouse:CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell:activated CD4-positive, CD25-positive, CCR4-positive, alpha-beta regulatory T cell, human:CD27-negative gamma-delta T cell"
pDC,"glomerular visceral epithelial cell:kidney pelvis cell:papillary tips cell:kidney medulla cell:|||:plasmacytoid dendritic cell:epithelial cell of distal tubule:kidney papillary duct principal epithelial cell:kidney cortex collecting duct principal cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:adult endothelial progenitor cell:cardioblast:professional antigen presenting cell:conventional dendritic cell"
