source	target
Distal tubule cell_SLC12A3 high	"kidney cortex tubule cell:interlobular vein cell:kidney proximal straight tubule epithelial cell:parietal epithelial cell:|||:Be cell:Feyrter cell:parafollicular cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:epithelial cell of distal tubule:kidney tubule cell:dental pulp cell:cell of skeletal muscle:|||:M cell of gut:type D enteroendocrine cell:nodal myocyte:type N enteroendocrine cell"
Distal tubule progenitor cell	"kidney proximal straight tubule epithelial cell:interlobular vein cell:parietal epithelial cell:kidney cortex tubule cell:|||:pro-B cell:pro-T cell:hepatic stellate cell:Tr1 cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:cardiac muscle myoblast:preosteoblast:retinal progenitor cell:cardioblast:|||:R1 photoreceptor cell:R7 photoreceptor cell:R6 photoreceptor cell:R5 photoreceptor cell"
Duct cell	"type B pancreatic cell:pancreatic A cell:pancreatic D cell:pancreatic PP cell:|||:T cell:alveolar macrophage:B cell:type G enteroendocrine cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:type D enteroendocrine cell:parafollicular cell:gamma-delta T cell:brush cell:|||:kidney collecting duct cell:nodal myocyte:Feyrter cell:type N enteroendocrine cell"
Ductal cell	"type B pancreatic cell:pancreatic A cell:pancreatic D cell:pancreatic acinar cell:|||:Kolmer-Agduhr neuron:pancreatic ductal cell:Feyrter cell:B cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:luteal cell:alveolar macrophage:crystal cell:structural cell:|||:type D enteroendocrine cell:nodal myocyte:parafollicular cell:type G enteroendocrine cell"
ES_ANXA1 high	"mesenchymal stem cell of umbilical cord:umbilical artery endothelial cell:inner cell mass cell:morula cell:|||:mast cell:osteocyte:astrocyte:bronchioalveolar stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mesangial phagocyte:mesangial cell:eosinophil:melanophage:|||:type I pneumocyte:embryonic stem cell:spinal accessory motor neuron:gestational hematopoietic stem cell"
ES_S100A6 high	"inner cell mass cell:mesenchymal stem cell of umbilical cord:umbilical artery endothelial cell:mononuclear cell of umbilical cord:|||:osteocyte:astrocyte:mast cell:bronchioalveolar stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:ear hair cell:gonadtroph:mesangial phagocyte:Gr1-high myeloid suppressor cell:|||:embryonic stem cell:smooth muscle cell:Kit-negative, Ly-76 high basophilic erythroblast:professional antigen presenting cell"
ES_TERF1 high	"mesenchymal stem cell of umbilical cord:umbilical artery endothelial cell:mononuclear cell of umbilical cord:inner cell mass cell:|||:astrocyte:mast cell:osteocyte:tendon cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Gr1-high myeloid suppressor cell:outer hair cell:neutrophil:tether cell:|||:embryonic stem cell:sperm:effector memory CD4-positive, alpha-beta T cell, terminally differentiated:effector memory CD8-positive, alpha-beta T cell, terminally differentiated"
Effector T cell	"mesodermal cell:endothelial cell of hepatic sinusoid:epithelial cell of alimentary canal:intrahepatic cholangiocyte:|||:T cell:effector T cell:Be cell:plasma cell:|||:effector T cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:Be2 cell:Be1 Cell:effector CD8-positive, alpha-beta T cell:effector CD4-positive, alpha-beta T cell"
Endocardial cell	"epicardial adipocyte:mesodermal cell:cardiac septum cell:primordial germ cell:|||:endocardial cell:Kolmer-Agduhr neuron:T cell:B cell:|||:endocardial cell:cartwheel heterochromatin:precursor B cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:pericardial nephrocyte:endocrine cell:endodermal cell:notochordal cell"
Endocervix Mesothelial cell	"epithelial cell of cervix:epithelial cell of uterus:uterine smooth muscle cell:columnar cell of endocervix:|||:mesothelial cell:glial cell:endothelial cell:epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endocardial cell:endo-epithelial cell:mesothelial cell of pleura:mesothelial cell of peritoneum:|||:urothelial cell:Kolmer-Agduhr neuron:T cell:M cell of gut"
Endocrine cell	type B pancreatic cell:epithelial cell of exocrine pancreas:pancreatic A cell:pancreatic D cell:|||:endocrine cell:pancreatic endocrine cell:Be cell:natural killer cell:|||:endocrine cell:cartwheel heterochromatin:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:|||:myoendocrine cell:exocrine cell:neuroendocrine cell:eccrine cell
Endometrial cell	"myometrial cell:stromal cell of endometrium:decidual cell:placental epithelial cell:|||:Kolmer-Agduhr neuron:type D enteroendocrine cell:M cell of gut:Feyrter cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endodermal cell:endothelial cell:endocardial cell:endosteal cell:|||:parafollicular cell:B cell:type N enteroendocrine cell:T cell"
Endothelial  cell	"enteric smooth muscle cell:epithelial cell of small intestine:pancreatic goblet cell:enterocyte of epithelium of duodenal gland:|||:endothelial cell:endothelial tip cell:gut endothelial cell:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial stalk cell:endo-epithelial cell:mesothelial cell:endosteal cell"
Endothelial cell	"adrenal medulla chromaffin cell:|||:endothelial cell:glial cell:endothelial tip cell:mesothelial cell:|||:endothelial cell:cartwheel heterochromatin:mature gamma-delta T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:gut endothelial cell:endo-epithelial cell:endosteal cell:meningothelial cell"
Endothelial cell (non-professional APC)	"urothelial cell of trigone of urinary bladder:bladder urothelial cell:renal filtration cell:gestational hematopoietic stem cell:|||:professional antigen presenting cell:endothelial cell:glial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of venule:endothelial cell of arteriole:endothelial cell of Peyer's patch:|||:urothelial cell:Kolmer-Agduhr neuron:nodal myocyte:M cell of gut"
Endothelial cell in EMT	"epithelial cell of cervix:placental epithelial cell:decidual cell:stromal cell of endometrium:|||:endothelial cell:glial cell:gut endothelial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of venule:endothelial cell of artery:endothelial cell of sinusoid:|||:urothelial cell:Kolmer-Agduhr neuron:type D enteroendocrine cell:M cell of gut"
Endothelial cell_A2M high	"type B pancreatic cell:pancreatic D cell:epithelial cell of exocrine pancreas:pancreatic centro-acinar cell:|||:endothelial cell:glial cell:corneal endothelial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:gut endothelial cell:endothelial tip cell:endo-epithelial cell:|||:urothelial cell:Kolmer-Agduhr neuron:endothelial cell of high endothelial venule:B cell"
Endothelial cell_ACKR1 high	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:endothelial cell:gut endothelial cell:glial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of arteriole:endothelial cell of artery:endo-epithelial cell:|||:urothelial cell:Kolmer-Agduhr neuron:type D enteroendocrine cell:nodal myocyte"
Endothelial cell_APC	"epithelial cell of cervix:epithelial cell of uterus:uterine smooth muscle cell:columnar cell of endocervix:|||:professional antigen presenting cell:endothelial cell:glial cell:vein endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endo-epithelial cell:gut endothelial cell:endothelial tip cell:mesothelial cell:|||:kidney efferent arteriole endothelial cell:placental villus capillary endothelial cell:endothelial cell of artery:hindlimb stylopod vein endothelial cell"
Endothelial cell_APLNR high	"epithelial cell of exocrine pancreas:pancreatic D cell:type B pancreatic cell:pancreatic centro-acinar cell:|||:endothelial cell:glial cell:epithelial cell of pancreas:corneal endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:gut endothelial cell:endothelial tip cell:endothelial cell of arteriole:|||:mesothelial cell:urothelial cell:Kolmer-Agduhr neuron:parafollicular cell"
Endothelial cell_CCL2 high	"adrenal medulla chromaffin cell:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:gut endothelial cell:endo-epithelial cell:endothelial tip cell:|||:Kolmer-Agduhr neuron:M cell of gut:Feyrter cell:type D enteroendocrine cell"
Endothelial cell_CCL21 high	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:endothelial cell:gut endothelial cell:glial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endo-epithelial cell:endothelial tip cell:endothelial cell of umbilical vein:|||:urothelial cell:Kolmer-Agduhr neuron:type D enteroendocrine cell:Feyrter cell"
Endothelial cell_COL15A1 high	"epithelial cell of cervix:placental epithelial cell:stromal cell of endometrium:decidual cell:|||:endothelial cell:gut endothelial cell:glial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of sinusoid:endothelial cell of umbilical vein:endothelial cell of arteriole:|||:urothelial cell:Kolmer-Agduhr neuron:Feyrter cell:type N enteroendocrine cell"
Endothelial cell_Col4A1 high	"epithelial cell of lung:mesothelial cell of visceral pleura:pneumocyte:epithelial cell of lower respiratory tract:|||:endothelial cell:gut endothelial cell:glial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of umbilical vein:endothelial cell of sinusoid:endothelial cell of venule:|||:urothelial cell:Kolmer-Agduhr neuron:type N enteroendocrine cell:B cell"
Endothelial cell_EMCN high	"epithelial cell of glomerular capsule:macula densa epithelial cell:parietal epithelial cell:kidney pelvis urothelial cell:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:gut endothelial cell:endo-epithelial cell:endothelial tip cell:|||:Kolmer-Agduhr neuron:parafollicular cell:type N enteroendocrine cell:type D enteroendocrine cell"
Endothelial cell_ESAM high	"adrenal medulla chromaffin cell:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:gut endothelial cell:endothelial tip cell:endo-epithelial cell:|||:Kolmer-Agduhr neuron:type G enteroendocrine cell:T cell:type D enteroendocrine cell"
Endothelial cell_ESM1 high	"epithelial cell of cervix:placental epithelial cell:stromal cell of endometrium:decidual cell:|||:endothelial cell:gut endothelial cell:glial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endo-epithelial cell:endothelial tip cell:endothelial cell of Peyer's patch:|||:urothelial cell:Kolmer-Agduhr neuron:type D enteroendocrine cell:Feyrter cell"
Endothelial cell_FABP4 high	"parafollicular cell:pulmonary interstitial fibroblast:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of sinusoid:endothelial cell of arteriole:endothelial tip cell:|||:Kolmer-Agduhr neuron:nodal myocyte:T cell:B cell"
Endothelial cell_GJA4 high	"adrenal medulla chromaffin cell:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endo-epithelial cell:endothelial tip cell:gut endothelial cell:|||:Kolmer-Agduhr neuron:M cell of gut:Feyrter cell:nodal myocyte"
Endothelial cell_IGFBP3 high	"ciliated epithelial cell of esophagus:epithelial cell of stratum germinativum of esophagus:|||:endothelial cell:gut endothelial cell:glial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of sinusoid:endothelial tip cell:endo-epithelial cell:|||:urothelial cell:Kolmer-Agduhr neuron:nodal myocyte:Feyrter cell"
Endothelial cell_IGFBP5 high	"epithelial cell of glomerular capsule:macula densa epithelial cell:parietal epithelial cell:kidney pelvis urothelial cell:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of sinusoid:endothelial tip cell:gut endothelial cell:|||:Kolmer-Agduhr neuron:nodal myocyte:Feyrter cell:M cell of gut"
Endothelial cell_IL6 high	"epithelial cell of cervix:placental epithelial cell:decidual cell:stromal cell of endometrium:|||:endothelial cell:gut endothelial cell:glial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial tip cell:endo-epithelial cell:endothelial stalk cell:|||:urothelial cell:Kolmer-Agduhr neuron:endothelial cell of high endothelial venule:M cell of gut"
Endothelial cell_NEAT1 high	"mesodermal cell:epicardial adipocyte:primordial germ cell:cardiac muscle myoblast:|||:type I pneumocyte:endothelial cell:gut endothelial cell:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of artery:endothelial tip cell:endothelial cell of venule:|||:mesothelial cell:urothelial cell:Kolmer-Agduhr neuron:T cell"
Endothelial cell_NTS high	"pancreatic D cell:type B pancreatic cell:epithelial cell of exocrine pancreas:pancreatic centro-acinar cell:|||:endothelial cell:glial cell:mesothelial cell:corneal endothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of sinusoid:endo-epithelial cell:endothelial tip cell:|||:urothelial cell:Kolmer-Agduhr neuron:endothelial cell of high endothelial venule:nodal myocyte"
Endothelial cell_PLVAP high	"macula densa epithelial cell:parietal epithelial cell:glomerular capillary endothelial cell:epithelial cell of glomerular capsule:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:gut endothelial cell:endo-epithelial cell:endothelial tip cell:|||:Kolmer-Agduhr neuron:type D enteroendocrine cell:M cell of gut:T cell"
Endothelial cell_PODXL high	"adaxial cell:cell of skeletal muscle:|||:endothelial cell:glial cell:gut endothelial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of sinusoid:endo-epithelial cell:endothelial tip cell:|||:urothelial cell:Kolmer-Agduhr neuron:type G enteroendocrine cell:type N enteroendocrine cell"
Endothelial cell_SELE high	"endothelial cell of artery:smooth muscle cell of the internal thoracic artery:smooth muscle cell of the subclavian artery:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell of venule:vein endothelial cell:gut endothelial cell:endo-epithelial cell:|||:Kolmer-Agduhr neuron:parafollicular cell:Feyrter cell:type D enteroendocrine cell"
Endothelial cell_SOCS3 high	"epithelial cell of cervix:placental epithelial cell:stromal cell of endometrium:decidual cell:|||:endothelial cell:glial cell:gut endothelial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of sinusoid:endo-epithelial cell:endothelial tip cell:|||:urothelial cell:Kolmer-Agduhr neuron:type G enteroendocrine cell:T cell"
Endothelial cell_SPARCL1 high	"epithelial cell of lung:mesothelial cell of visceral pleura:pneumocyte:epithelial cell of lower respiratory tract:|||:pericyte cell:endothelial cell:gut endothelial cell:glial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of Peyer's patch:endothelial cell of arteriole:endothelial cell of artery:|||:mesothelial cell:urothelial cell:Kolmer-Agduhr neuron:B cell"
Endothelial cell_STC1 high	"adrenal medulla chromaffin cell:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endo-epithelial cell:gut endothelial cell:endothelial tip cell:|||:Kolmer-Agduhr neuron:Feyrter cell:nodal myocyte:B cell"
Endothelial cell_TM4SF1 high	"gastric goblet cell:mucous cell of stomach:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of sinusoid:endo-epithelial cell:gut endothelial cell:|||:Kolmer-Agduhr neuron:M cell of gut:parafollicular cell:Feyrter cell"
Endothelial cell_TMEM100 high	"epithelial cell of lung:pneumocyte:mesothelial cell of visceral pleura:mesodermal cell:|||:endothelial cell:glial cell:gut endothelial cell:mesothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of arteriole:endothelial cell of artery:endothelial tip cell:|||:urothelial cell:Kolmer-Agduhr neuron:M cell of gut:nodal myocyte"
Endothelial cell_VWF high	"adrenal medulla chromaffin cell:|||:endothelial cell:glial cell:mesothelial cell:urothelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:vein endothelial cell:endothelial cell of sinusoid:endothelial cell of venule:endothelial tip cell:|||:endothelial cell of high endothelial venule:Kolmer-Agduhr neuron:B cell:Feyrter cell"
Endothelial progenitor cell	"enteric smooth muscle cell:epithelial cell of small intestine:smooth muscle cell of small intestine:|||:pro-T cell:pro-B cell:adult endothelial progenitor cell:embryonic blood vessel endothelial progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:retinal progenitor cell:eosinophil progenitor cell:neutrophil progenitor cell:basophil progenitor cell"
Enteric glial cell	"enteric smooth muscle cell:epithelial cell of large intestine:epithelial cell of appendix:smooth muscle cell of cecum:|||:glial cell:Kolmer-Agduhr neuron:M cell of gut:parafollicular cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell:radial glial cell:Leydig cell:microglial cell:|||:Feyrter cell:T cell:B cell:type D enteroendocrine cell"
Enteric nerval cell	":|||:neural cell:Kolmer-Agduhr neuron:parafollicular cell:M cell of gut:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:perineural cell:hepatic oval stem cell:retinal cell:peridermal cell:|||:migratory enteric neural crest cell:Feyrter cell:T cell:type D enteroendocrine cell"
Enterocyte	"enteric smooth muscle cell:enterocyte of epithelium of duodenal gland:pancreatic goblet cell:epithelial cell of small intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:enterocyte:cartwheel heterochromatin:eosinophilic promyelocyte:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:nephrocyte:neutrophil:heterocyst:oenocyte"
Enterocyte 	"enterocyte of epithelium of duodenal gland:enterocyte of epithelium proper of duodenum:enterocyte of epithelium of small intestine:enterocyte of epithelium of large intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neutrophil:heterocyst:nephrocyte:oenocyte"
Enterocyte progenitor	":|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:common lymphoid progenitor:granulocyte monocyte progenitor cell:megakaryocyte progenitor cell:megakaryocyte-erythroid progenitor cell:|||:Kit-positive granulocyte monocyte progenitor:CD7-negative lymphoid progenitor OR granulocyte monocyte progenitor:CD34-positive, CD38-positive granulocyte monocyte progenitor:hematopoietic lineage restricted progenitor cell"
Enterocyte progenitor_APOA4 high	"enterocyte of epithelium of duodenal gland:enterocyte of epithelium of large intestine:enterocyte of epithelium proper of duodenum:enterocyte of epithelium of small intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:megakaryocyte progenitor cell:common lymphoid progenitor:granulocyte monocyte progenitor cell:cardiac muscle myoblast:|||:heterocyst:nephrocyte:neutrophil:astrocyte"
Enterocyte progenitor_OLFM4 high	"enteric smooth muscle cell:smooth muscle cell of small intestine:epithelial cell of small intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:megakaryocyte progenitor cell:common lymphoid progenitor:granulocyte monocyte progenitor cell:cardiac muscle myoblast:|||:neutrophil:heterocyst:nephrocyte:astrocyte"
Enterocyte progenitor_REG1A high	"enteric smooth muscle cell:epithelial cell of small intestine:smooth muscle cell of small intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:megakaryocyte progenitor cell:common lymphoid progenitor:granulocyte monocyte progenitor cell:megakaryocyte-erythroid progenitor cell:|||:nephrocyte:heterocyst:neutrophil:astrocyte"
Enterocyte_AGR2 high	"enterocyte of epithelium of duodenal gland:enterocyte of epithelium of large intestine:enterocyte of epithelium of small intestine:enterocyte of epithelium proper of duodenum:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neutrophil:endothelial cell:heterocyst:nephrocyte:|||:osteocyte:astrocyte:acinar cell of sebaceous gland:pericyte cell"
Enterocyte_APOA1 high	"enteric smooth muscle cell:epithelial cell of small intestine:smooth muscle cell of small intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neutrophil:heterocyst:nephrocyte:melanocyte of skin:|||:astrocyte:osteocyte:cortical thymic epithelial cell:acinar cell of sebaceous gland"
Enterocyte_APOA4 high	"enterocyte of epithelium of duodenal gland:enterocyte of epithelium of large intestine:enterocyte of epithelium of small intestine:enterocyte of epithelium of intestinal villus:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:neutrophil:heterocyst:nephrocyte:melanocyte of skin:|||:osteocyte:astrocyte:pericyte cell:acinar cell of sebaceous gland"
Enterocyte_BEST4 high	"enteric smooth muscle cell:epithelial cell of appendix:epithelial cell of large intestine:smooth muscle cell of large intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:heterocyst:nephrocyte:neutrophil:endothelial cell:|||:astrocyte:osteocyte:oenocyte:acinar cell of sebaceous gland"
Enterocyte_CA1 high	":|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:endothelial cell:neutrophil:heterocyst:nephrocyte:|||:astrocyte:osteocyte:oenocyte:cortical thymic epithelial cell"
Enterocyte_CA7 high	":|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:heterocyst:endothelial cell:nephrocyte:neutrophil:|||:astrocyte:osteocyte:oenocyte:sebum secreting cell"
Enterocyte_MT gene high	"enterocyte of epithelium of duodenal gland:enteric smooth muscle cell:pancreatic goblet cell:epithelial cell of small intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:enterocyte of epithelium of large intestine:melanocyte of eyelid:central nervous system neuron:enteric neuron:|||:neutrophil:nephrocyte:heterocyst:astrocyte"
Enterocyte_OTOP2 high	"enteric smooth muscle cell:epithelial cell of large intestine:smooth muscle cell of large intestine:|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:nephrocyte:neutrophil:heterocyst:enterocyte of epithelium proper of ileum:|||:astrocyte:osteocyte:sebum secreting cell:pericyte cell"
Enterocyte_PHGR1 high	":|||:enterocyte:Bm4 B cell:tendon cell:oocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:heterocyst:nephrocyte:neutrophil:endothelial cell:|||:astrocyte:osteocyte:sebum secreting cell:pericyte cell"
