"name","id"
'B cell', "nan"
'B cell (Plasmocyte)', "nan"
'Basal cell', "nan"
'CB CD34+', "nan"
'Dendritic cell', "nan"
'Endothelial cell', "nan"
'Endothelial cell (APC)', "nan"
'Endothelial cell (endothelial to mesenchymal transition)', "nan"
'Epithelial cell', "nan"
'Epithelial cell (intermediated)', "nan"
'Erythroid progenitor cell (RP high)', "nan"
'Fetal fibroblast', "nan"
'Fibroblast', "nan"
'Gastric endocrine cell', "nan"
'Goblet cell', "nan"
'Intermediated cell', "nan"
'Macrophage', "nan"
'Mast cell', "nan"
'Monocyte', "nan"
'Neutrophil', "nan"
'Sinusoidal endothelial cell', "nan"
'Smooth muscle cell', "nan"
'Stromal cell', "nan"
'T cell', "nan"
