"name","id"
'ACKR1+ endothelium', "nan"
'B cells', "nan"
'CD36+ endothelium', "nan"
'Cycling', "nan"
'Dendritic cell', "nan"
'Enterocytes', "nan"
'Enteroendocrine cells', "nan"
'Fetal enterocyte ', "nan"
'Fetal mesenchymal progenitor', "nan"
'Fetal neuron', "nan"
'Fetal stromal cell', "nan"
'Fibroblasts', "nan"
'Glial cells', "nan"
'Goblet cells', "nan"
'Hepatocyte/Endodermal cell', "nan"
'ILC', "nan"
'Lymphatics', "nan"
'M2 Macrophage', "nan"
'MNP', "nan"
'Macrophage', "nan"
'Mast cells', "nan"
'Monocyte', "nan"
'Neutrophil (RPS high)', "nan"
'Paneth cells', "nan"
'Pericytes', "nan"
'Plasma Cells', "nan"
'Progenitors', "nan"
'Smooth muscle cell', "nan"
'Stem Cell', "nan"
'Stromal cell', "nan"
'T cells', "nan"
'TA', "nan"
