source	target	target_id
5.0	Carnegie stage 15	HsapDv:0000022
5.5	Carnegie stage 16	HsapDv:0000023
6.0	Carnegie stage 17	HsapDv:0000024
6.6	Carnegie stage 18	HsapDv:0000025
6.7	Carnegie stage 18	HsapDv:0000025
6.9	Carnegie stage 19	HsapDv:0000026
7.0	Carnegie stage 19	HsapDv:0000026
7.5	Carnegie stage 21	HsapDv:0000028
8.0	Carnegie stage 22	HsapDv:0000029
8.1	Carnegie stage 23	HsapDv:0000030
8.5	Carnegie stage 23	HsapDv:0000030
9.2	9th week post-fertilization human stage	HsapDv:0000046
9.5	9th week post-fertilization human stage	HsapDv:0000046
10.0	10th week post-fertilization human stage	HsapDv:0000047
11.5	11th week post-fertilization human stage	HsapDv:0000048
12.0	12th week post-fertilization human stage	HsapDv:0000049
13.0	13th week post-fertilization human stage	HsapDv:0000050
14.0	14th week post-fertilization human stage	HsapDv:0000051
