source,target
CD8+ Naive T_P2,"pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lung:mesodermal cell:|||:type I pneumocyte:intraepithelial lymphocyte:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:alpha-beta intraepithelial T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD38-positive naive B cell:CD38-negative naive B cell:B220-positive CD38-positive naive B cell:DN2 thymocyte:|||:early T lineage precursor:CD4-negative, CD8-negative type I NK T cell secreting interleukin-4:CD4-negative, CD8-negative type I NK T cell secreting interferon-gamma:activated CD4-negative, CD8-negative type I NK T cell"
CD8+ Naive T_P3,"pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lung:mesodermal cell:|||:type I pneumocyte:gamma-delta intraepithelial T cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:alpha-beta intraepithelial T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD38-positive naive B cell:CD38-negative naive B cell:B220-positive CD38-positive naive B cell:DN3 thymocyte:|||:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:early T lineage precursor:CD4-positive, alpha-beta intraepithelial T cell:intraepithelial lymphocyte"
Capillary Aerocyte_P1,"pneumocyte:brush cell of lobular bronchiole:basal cell of epithelium of lobular bronchiole:serous cell of epithelium of lobular bronchiole:|||:oocyte:astrocyte:fetal derived definitive erythrocyte:mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primary oocyte:primary spermatocyte:capillary endothelial cell:hair follicular keratinocyte:|||:ameloblast:tendon cell:pericyte cell:acinar cell of sebaceous gland"
Capillary Aerocyte_P2,"pneumocyte:brush cell of lobular bronchiole:basal cell of epithelium of lobular bronchiole:epithelial cell of lower respiratory tract:|||:oocyte:astrocyte:fetal derived definitive erythrocyte:mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primary oocyte:primary spermatocyte:capillary endothelial cell:hair follicular keratinocyte:|||:ameloblast:tendon cell:pericyte cell:acinar cell of sebaceous gland"
Capillary Aerocyte_P3,"pneumocyte:brush cell of lobular bronchiole:basal cell of epithelium of lobular bronchiole:epithelial cell of lower respiratory tract:|||:oocyte:astrocyte:fetal derived definitive erythrocyte:mast cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:primary oocyte:primary spermatocyte:capillary endothelial cell:hair follicular keratinocyte:|||:ameloblast:tendon cell:pericyte cell:acinar cell of sebaceous gland"
Capillary Intermediate 1_P2,"pneumocyte:epithelial cell of lower respiratory tract:epithelial cell of lung:mesothelial cell of visceral pleura:|||:intermediate monocyte:intraepithelial lymphocyte:basophil progenitor cell:common myeloid progenitor, CD34-positive:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:strial intermediate cell:capillary endothelial cell:kidney papillary duct intercalated cell:epithelial cell of intermediate tubule:|||:common lymphoid progenitor:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:myeloid dendritic cell:non-pigmented ciliary epithelial cell"
Capillary Intermediate 2_P2,"pneumocyte:epithelial cell of lower respiratory tract:epithelial cell of lung:mesothelial cell of visceral pleura:|||:intermediate monocyte:gamma-delta intraepithelial T cell:common myeloid progenitor:common lymphoid progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:strial intermediate cell:capillary endothelial cell:kidney papillary duct intercalated cell:epithelial cell of intermediate tubule:|||:CD4-negative CD8-negative gamma-delta intraepithelial T cell:CD8-alpha-beta-positive, alpha-beta intraepithelial T cell:type I pneumocyte:non-pigmented ciliary epithelial cell"
Capillary_P1,"pneumocyte:epithelial cell of lower respiratory tract:epithelial cell of lung:basal cell of epithelium of lobular bronchiole:|||:placental villus capillary endothelial cell:gamma-delta intraepithelial T cell:cardioblast:type I pneumocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:papillary tips cell:pillar cell:cap cell:capillary endothelial cell:|||:kidney cortex peritubular capillary cell:kidney capillary endothelial cell:glomerular capillary endothelial cell:kidney outer medulla peritubular capillary cell"
Capillary_P2,"pneumocyte:epithelial cell of lower respiratory tract:epithelial cell of lung:serous cell of epithelium of lobular bronchiole:|||:placental villus capillary endothelial cell:basophil progenitor cell:common myeloid progenitor:cardioblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:papillary tips cell:pillar cell:cap cell:capillary endothelial cell:|||:kidney outer medulla peritubular capillary cell:peritubular capillary endothelial cell:endothelial cell of high endothelial venule:glomerular capillary endothelial cell"
Capillary_P3,"pneumocyte:epithelial cell of lower respiratory tract:epithelial cell of lung:mesodermal cell:|||:placental villus capillary endothelial cell:basophil progenitor cell:pericyte cell:common myeloid progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:papillary tips cell:pillar cell:cap cell:capillary endothelial cell:|||:kidney capillary endothelial cell:kidney outer medulla peritubular capillary cell:kidney cortex peritubular capillary cell:endothelial cell of high endothelial venule"
Ciliated_P1,"epithelial cell of lung:mesodermal cell:pneumocyte:epithelial cell of lower respiratory tract:|||:single ciliated epithelial cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:retinal ganglion cell:intraepithelial lymphocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:ciliated cell:multi-ciliated epithelial cell:ciliated epithelial cell:ciliated olfactory receptor neuron:|||:ciliated epithelial cell of esophagus:ciliated cell of the bronchus:club cell:ciliated columnar cell of tracheobronchial tree"
Ciliated_P2,"epithelial cell of lung:mesodermal cell:pneumocyte:epithelial cell of lower respiratory tract:|||:single ciliated epithelial cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:ciliated cell:retinal ganglion cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:multi-ciliated epithelial cell:ciliated epithelial cell:ciliated olfactory receptor neuron:brush cell:|||:ciliated epithelial cell of esophagus:ciliated columnar cell of tracheobronchial tree:ciliated cell of the bronchus:club cell"
Ciliated_P3,"epithelial cell of lung:mesodermal cell:pneumocyte:epithelial cell of lower respiratory tract:|||:single ciliated epithelial cell:CD4-negative CD8-negative gamma-delta intraepithelial T cell:gamma-delta intraepithelial T cell:alpha-beta intraepithelial T cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:ciliated cell:multi-ciliated epithelial cell:ciliated epithelial cell:ciliated olfactory receptor neuron:|||:ciliated epithelial cell of esophagus:ciliated cell of the bronchus:ciliated columnar cell of tracheobronchial tree:club cell"
Classical Monocyte_P1,"pneumocyte:epithelial cell of lung:mesodermal cell:mesothelial cell of visceral pleura:|||:classical monocyte:monocyte:CD14-positive monocyte:oenocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-classical monocyte:Gr1-high classical monocyte:CD14-low, CD16-positive monocyte:Gr1-low non-classical monocyte"
Classical Monocyte_P2,"pneumocyte:epithelial cell of lung:mesodermal cell:mesothelial cell of visceral pleura:|||:classical monocyte:monocyte:CD14-positive monocyte:oenocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-classical monocyte:Gr1-high classical monocyte:CD14-low, CD16-positive monocyte:Gr1-low non-classical monocyte"
Classical Monocyte_P3,"pneumocyte:epithelial cell of lung:mesodermal cell:mesothelial cell of visceral pleura:|||:classical monocyte:monocyte:CD14-positive monocyte:oenocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:non-classical monocyte:Gr1-high classical monocyte:CD14-low, CD16-positive monocyte:Gr1-low non-classical monocyte"
Club_P1,"epithelial cell of lung:brush cell of lobular bronchiole:mesodermal cell:basal cell of epithelium of lobular bronchiole:|||:type N enteroendocrine cell:basophil progenitor cell:type G enteroendocrine cell:common lymphoid progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:club cell:enterochromaffin-like cell:mast cell progenitor:early lymphoid progenitor:|||:nucleus pulposus cell of intervertebral disc:pigmented ciliary epithelial cell:Langerhans cell:basophil mast progenitor cell"
Club_P2,"epithelial cell of lung:brush cell of lobular bronchiole:mesodermal cell:basal cell of epithelium of lobular bronchiole:|||:basophil progenitor cell:type N enteroendocrine cell:type G enteroendocrine cell:common lymphoid progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:club cell:cardioblast:common dendritic progenitor:common myeloid progenitor, CD34-positive:|||:enterochromaffin-like cell:nucleus pulposus cell of intervertebral disc:pigmented ciliary epithelial cell:basophil mast progenitor cell"
Club_P3,"epithelial cell of lung:brush cell of lobular bronchiole:mesodermal cell:basal cell of epithelium of lobular bronchiole:|||:type N enteroendocrine cell:type G enteroendocrine cell:enterochromaffin-like cell:common lymphoid progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:club cell:basophil progenitor cell:common myeloid progenitor:common myeloid progenitor, CD34-positive:|||:nucleus pulposus cell of intervertebral disc:pigmented ciliary epithelial cell:Langerhans cell:basophil mast progenitor cell"
Dendritic_P1,"pneumocyte:mesodermal cell:epithelial cell of lung:epithelial cell of lower respiratory tract:|||:mature dendritic epithelial T cell precursor:CD115-positive monocyte OR common dendritic progenitor:common dendritic progenitor:immature dendritic epithelial T cell precursor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:dendritic cell, human:dendritic cell:liver dendritic cell:mature conventional dendritic cell:|||:dendritic epidermal T cell:langerin-positive dermal dendritic cell:CD4-positive CD11b-positive dendritic cell:adipose dendritic cell"
Differentiating Basal_P1,"pneumocyte:mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:type I pneumocyte:bronchioalveolar stem cell:type II pneumocyte:type-5 epithelial cell of thymus:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:dendritic cell:conventional dendritic cell:myeloid dendritic cell:kidney efferent arteriole cell:|||:common lymphoid progenitor:basophil progenitor cell:early lymphoid progenitor:non-terminally differentiated cell"
Differentiating Basal_P3,"pneumocyte:mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:type I pneumocyte:type II pneumocyte:bronchioalveolar stem cell:type-5 epithelial cell of thymus:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myeloid dendritic cell:dendritic cell:conventional dendritic cell:non-terminally differentiated cell:|||:early lymphoid progenitor:basophil progenitor cell:common lymphoid progenitor:Fraction B precursor B cell"
EREG+ Dendritic_P1,"pneumocyte:epithelial cell of lung:mesodermal cell:serous cell of epithelium of lobular bronchiole:|||:regulatory B cell:regulatory T cell:CD4-positive, CD25-positive, alpha-beta regulatory T cell:dendritic cell, human:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:liver dendritic cell:mature conventional dendritic cell:dermal dendritic cell:dendritic cell:|||:immature dendritic epithelial T cell precursor:mature dendritic epithelial T cell precursor:langerin-negative dermal dendritic cell:mast cell progenitor"
EREG+ Dendritic_P2,"pneumocyte:epithelial cell of lung:mesodermal cell:serous cell of epithelium of lobular bronchiole:|||:CD4-positive, CD25-positive, alpha-beta regulatory T cell:regulatory B cell:regulatory T cell:dendritic cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:liver dendritic cell:dermal dendritic cell:mature conventional dendritic cell:dendritic cell, human:|||:immature dendritic epithelial T cell precursor:mature dendritic epithelial T cell precursor:mature CD1a-positive dermal dendritic cell:retinal ganglion cell"
Fibromyocyte_P3,"pneumocyte:mesodermal cell:brush cell of lobular bronchiole:epithelial cell of lower respiratory tract:|||:muscle cell:oocyte:myelocyte:cortical thymic epithelial cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:fibrocyte:promyelocyte:cardiac muscle cell:otic fibrocyte:|||:glomerular visceral epithelial cell:oncocyte:CD14-positive monocyte:oenocyte"
Goblet_P1,"mesodermal cell:pneumocyte:epithelial cell of lung:brush cell of lobular bronchiole:|||:early T lineage precursor:oligodendrocyte:endothelial cell of lymphatic vessel:principal gastric gland goblet cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:goblet cell:glioblast:angioblastic mesenchymal cell:ooblast:|||:gastric goblet cell:conjunctiva goblet cell:bronchial goblet cell:gastric cardiac gland goblet cell"
Goblet_P2,"mesodermal cell:pneumocyte:epithelial cell of lung:brush cell of lobular bronchiole:|||:early T lineage precursor:oligodendrocyte:endothelial cell of lymphatic vessel:principal gastric gland goblet cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:goblet cell:glioblast:angioblastic mesenchymal cell:ooblast:|||:gastric goblet cell:large intestine crypt goblet cell:bronchial goblet cell:gastric cardiac gland goblet cell"
Goblet_P3,"mesodermal cell:pneumocyte:epithelial cell of lung:brush cell of lobular bronchiole:|||:endothelial cell of lymphatic vessel:early T lineage precursor:oligodendrocyte:pyloric gastric gland goblet cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:goblet cell:glioblast:angioblastic mesenchymal cell:ooblast:|||:gastric cardiac gland goblet cell:large intestine goblet cell:respiratory goblet cell:small intestine goblet cell"
IGSF21+ Dendritic_P1,"epithelial cell of lung:mesodermal cell:pneumocyte:epithelial cell of lower respiratory tract:|||:dendritic cell, human:dendritic cell:type II pneumocyte:interstitial cell of Cajal:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:adipose dendritic cell:liver dendritic cell:myeloid dendritic cell, human:myeloid dendritic cell:|||:common dendritic progenitor:common lymphoid progenitor:mast cell progenitor:immature single positive thymocyte"
IGSF21+ Dendritic_P2,"epithelial cell of lung:mesodermal cell:pneumocyte:epithelial cell of lower respiratory tract:|||:dendritic cell:dendritic cell, human:type II pneumocyte:interstitial cell of Cajal:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:adipose dendritic cell:liver dendritic cell:myeloid dendritic cell, human:myeloid dendritic cell:|||:common myeloid progenitor:common lymphoid progenitor:type I pneumocyte:immature single positive thymocyte"
IGSF21+ Dendritic_P3,"epithelial cell of lung:mesodermal cell:pneumocyte:epithelial cell of lower respiratory tract:|||:dendritic cell, human:dendritic cell:mast cell progenitor:type I pneumocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:adipose dendritic cell:liver dendritic cell:myeloid dendritic cell:myeloid dendritic cell, human:|||:interstitial cell of Cajal:common dendritic progenitor:common myeloid progenitor, CD34-positive:common myeloid progenitor"
Intermediate Monocyte_P2,"pneumocyte:mesodermal cell:epithelial cell of lung:mesothelial cell of visceral pleura:|||:CD14-positive monocyte:intermediate monocyte:monocyte:primordial germ cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD14-positive, CD16-low monocyte:intermediate epitheliocyte:polychromatophilic erythroblast:intermediate muscle cell"
Intermediate Monocyte_P3,"pneumocyte:epithelial cell of lung:mesodermal cell:mesothelial cell of visceral pleura:|||:monocyte:CD14-positive monocyte:intermediate monocyte:primordial germ cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD14-positive, CD16-low monocyte:intermediate epitheliocyte:polychromatophilic erythroblast:intermediate muscle cell"
Ionocyte_P3,"pneumocyte:mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lower respiratory tract:|||:ionocyte:primordial germ cell:monocyte:oncocyte:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:CD14-positive monocyte:oenocyte:oocyte:group 2 innate lymphoid cell, mouse:|||:group 2 innate lymphoid cell:pulmonary ionocyte:cortical thymic epithelial cell:glomerular visceral epithelial cell"
Lipofibroblast_P1,"mesodermal cell:epithelial cell of lower respiratory tract:mesothelial cell of visceral pleura:brush cell of lobular bronchiole:|||:fibroblast:ooblast:iridoblast:glioblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:skin fibroblast:splenic fibroblast:marrow fibroblast:fibroblast of cardiac tissue:|||:myoblast:glioblast (sensu Vertebrata):kidney interstitial myofibroblast:notochordal vacuole cell"
Lymphatic_P1,"epithelial cell of lung:mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:|||:type I pneumocyte:type II pneumocyte:hematopoietic multipotent progenitor cell:megakaryocyte progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:lymphocyte:lymphangioblast:early lymphoid progenitor:B cell:|||:fibroblast of lymphatic vessel:endothelial cell of lymphatic vessel:dermis microvascular lymphatic vessel endothelial cell:dermis lymphatic vessel endothelial cell"
Lymphatic_P2,"epithelial cell of lung:mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:|||:type I pneumocyte:type II pneumocyte:megakaryocyte progenitor cell:granulocyte monocyte progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:lymphocyte:lymphangioblast:B cell:T cell:|||:endothelial cell of lymphatic vessel:fibroblast of lymphatic vessel:dermis microvascular lymphatic vessel endothelial cell:dermis lymphatic vessel endothelial cell"
Lymphatic_P3,"epithelial cell of lung:mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:|||:type I pneumocyte:type II pneumocyte:megakaryocyte progenitor cell:common myeloid progenitor:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:lymphocyte:lymphangioblast:T cell:early lymphoid progenitor:|||:fibroblast of lymphatic vessel:dermis microvascular lymphatic vessel endothelial cell:dermis lymphatic vessel endothelial cell:endothelial cell of lymphatic vessel"
Macrophage_P1,"pneumocyte:mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lung:|||:macrophage:central nervous system macrophage:inflammatory macrophage:alternatively activated macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:microglial cell:Kupffer cell:tissue-resident macrophage:|||:splenic tingible body macrophage:monoblast:granulocyte monocyte progenitor cell:kidney resident macrophage"
Macrophage_P2,"pneumocyte:mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lung:|||:macrophage:central nervous system macrophage:alternatively activated macrophage:inflammatory macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:microglial cell:Kupffer cell:tissue-resident macrophage:|||:kidney interstitial alternatively activated macrophage:kidney interstitial inflammatory macrophage:kidney resident macrophage:kidney interstitial suppressor macrophage"
Macrophage_P3,"pneumocyte:mesodermal cell:mesothelial cell of visceral pleura:basal cell of epithelium of lobular bronchiole:|||:macrophage:central nervous system macrophage:alternatively activated macrophage:inflammatory macrophage:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:elicited macrophage:microglial cell:Kupffer cell:tissue-resident macrophage:|||:kidney interstitial alternatively activated macrophage:kidney interstitial inflammatory macrophage:kidney resident macrophage:kidney interstitial suppressor macrophage"
Mesothelial_P1,"mesodermal cell:mesothelial cell of visceral pleura:epithelial cell of lung:pneumocyte:|||:mesothelial cell of pleura:mesothelial cell:mesothelial cell of dura mater:mesothelial cell of peritoneum:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:meso-epithelial cell:meningothelial cell:endothelial cell:endothelial tip cell:|||:mesothelial cell of anterior chamber of eye:mesothelial cell of parietal pleura:mesothelial cell of parietal peritoneum:mesothelial cell of visceral peritoneum"
Mucous_P2,"mesodermal cell:mesothelial cell of visceral pleura:pneumocyte:brush cell of lobular bronchiole:|||:immature single positive thymocyte:multi-ciliated epithelial cell:mucosal type mast cell:mesenchymal stem cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mucus secreting cell:mast cell progenitor:mucous neck cell:basophil mast progenitor cell:|||:myeloid dendritic cell:mucous cell of stomach:oligodendrocyte:common myeloid progenitor"
Mucous_P3,"mesodermal cell:mesothelial cell of visceral pleura:pneumocyte:brush cell of lobular bronchiole:|||:mesenchymal stem cell:mast cell progenitor:mucosal type mast cell:granulocyte monocyte progenitor cell:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mucus secreting cell:mucous neck cell:basophil mast progenitor cell:smooth muscle cell:|||:multi-ciliated epithelial cell:mucous cell of stomach:myeloid dendritic cell:oligodendrocyte"
Myeloid Dendritic Type 1_P1,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lung:|||:pigmented ciliary epithelial cell:myeloid dendritic cell, human:myeloid dendritic cell:dendritic cell, human:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature conventional dendritic cell:immature conventional dendritic cell:plasmacytoid dendritic cell:plasmacytoid dendritic cell, human:|||:dendritic cell:immature CD16-positive myeloid dendritic cell:CD16-positive myeloid dendritic cell:CD1c-positive myeloid dendritic cell"
Myeloid Dendritic Type 1_P2,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lung:|||:pigmented ciliary epithelial cell:myeloid dendritic cell:myeloid dendritic cell, human:dendritic cell, human:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature conventional dendritic cell:immature conventional dendritic cell:plasmacytoid dendritic cell:plasmacytoid dendritic cell, human:|||:dendritic cell:immature CD16-positive myeloid dendritic cell:CD16-positive myeloid dendritic cell:CD1c-positive myeloid dendritic cell"
Myeloid Dendritic Type 1_P3,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lung:|||:pigmented ciliary epithelial cell:myeloid dendritic cell, human:myeloid dendritic cell:dendritic cell, human:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature conventional dendritic cell:immature conventional dendritic cell:plasmacytoid dendritic cell:plasmacytoid dendritic cell, human:|||:dendritic cell:immature CD16-positive myeloid dendritic cell:CD16-positive myeloid dendritic cell:CD1c-positive myeloid dendritic cell"
Myeloid Dendritic Type 2_P1,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lung:|||:pigmented ciliary epithelial cell:myeloid dendritic cell, human:myeloid dendritic cell:dendritic cell, human:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature conventional dendritic cell:immature conventional dendritic cell:plasmacytoid dendritic cell:plasmacytoid dendritic cell, human:|||:dendritic cell:CD16-positive myeloid dendritic cell:CD1c-positive myeloid dendritic cell:mature CD16-positive myeloid dendritic cell"
Myeloid Dendritic Type 2_P2,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lung:|||:pigmented ciliary epithelial cell:myeloid dendritic cell, human:myeloid dendritic cell:dendritic cell, human:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature conventional dendritic cell:immature conventional dendritic cell:plasmacytoid dendritic cell:plasmacytoid dendritic cell, human:|||:dendritic cell:CD141-positive myeloid dendritic cell:CD1c-positive myeloid dendritic cell:immature CD16-positive myeloid dendritic cell"
Myeloid Dendritic Type 2_P3,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:epithelial cell of lung:|||:pigmented ciliary epithelial cell:myeloid dendritic cell, human:myeloid dendritic cell:dendritic cell, human:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:mature conventional dendritic cell:immature conventional dendritic cell:plasmacytoid dendritic cell:plasmacytoid dendritic cell, human:|||:dendritic cell:CD141-positive myeloid dendritic cell:CD1c-positive myeloid dendritic cell:immature CD16-positive myeloid dendritic cell"
Myofibroblast_P1,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:brush cell of lobular bronchiole:|||:fibroblast:ooblast:iridoblast:glioblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myofibroblast cell:marrow fibroblast:embryonic fibroblast:pulmonary interstitial fibroblast:|||:kidney interstitial myofibroblast:pericardium fibroblast:cardiac atrium fibroblast:myoblast"
Myofibroblast_P2,"mesodermal cell:pneumocyte:mesothelial cell of visceral pleura:brush cell of lobular bronchiole:|||:fibroblast:ooblast:iridoblast:glioblast:|||:cartwheel heterochromatin:naive T cell:gamma-delta intraepithelial T cell:CD8-alpha alpha positive, gamma-delta intraepithelial T cell:|||:myofibroblast cell:marrow fibroblast:embryonic fibroblast:myoblast:|||:kidney interstitial myofibroblast:pulmonary interstitial fibroblast:cardiac atrium fibroblast:pericardium fibroblast"
