source,target
B cells,B cell
BAM,macrophage
ILC,innate lymphoid cell
Microglia,brain macroglial cell
Monocytes/Mdc,monocyte
NK cells,natural killer cell
Neutorphils,neutrophil
Neutrophils,neutrophil
T/NKT cells,alpha-beta T cell
cDC1,conventional dendritic cell
cDC2,conventional dendritic cell
migDC,dendritic cell
pDC,plasmacytoid dendritic cell
yd T cells,gamma-delta T cell
