source	target	target_id
BRC2006	10x 3' v2	EFO:0009899
BRC2021	10x 3' v2	EFO:0009899
BRC2057	10x 3' v2	EFO:0009899
BRC2061	10x 3' v3	EFO:0009922
BRC2073	10x 3' v2	EFO:0009899
BRC2106A	10x 3' v2	EFO:0009899
BRC2110	10x 3' v2	EFO:0009899
BRC2114	10x 3' v2	EFO:0009899
BRC2147	10x 3' v2	EFO:0009899
BRC2191	10x 3' v3	EFO:0009922
XDD:313	10x 3' v2	EFO:0009899
XDD:326	10x 3' v2	EFO:0009899
XDD:334	10x 3' v2	EFO:0009899
XDD:342	10x 3' v3	EFO:0009922
XDD:348	10x 3' v3	EFO:0009922
XDD:351	10x 3' v3	EFO:0009922
XDD:358	10x 3' v3	EFO:0009922
XDD:359	10x 3' v3	EFO:0009922
XDD:385	10x 3' v3	EFO:0009922
XDD:395	10x 3' v3	EFO:0009922
XDD:398	10x 3' v3	EFO:0009922
XDD:400	10x 3' v3	EFO:0009922
XHU:292	10x 3' v2	EFO:0009899
XHU:297	10x 3' v2	EFO:0009899
XHU:305	10x 3' v2	EFO:0009899
XHU:307	10x 3' v2	EFO:0009899
