source	target	target_id
BRC2006	male	PATO:0000384
BRC2021	male	PATO:0000384
BRC2057	female	PATO:0000383
BRC2061	female	PATO:0000383
BRC2073	male	PATO:0000384
BRC2106A	female	PATO:0000383
BRC2110	male	PATO:0000384
BRC2114	male	PATO:0000384
BRC2147	male	PATO:0000384
BRC2191	male	PATO:0000384
XDD:313	female	PATO:0000383
XDD:326	female	PATO:0000383
XDD:334	female	PATO:0000383
XDD:342	male	PATO:0000384
XDD:348	female	PATO:0000383
XDD:351	male	PATO:0000384
XDD:358	female	PATO:0000383
XDD:359	female	PATO:0000383
XDD:385	male	PATO:0000384
XDD:395	male	PATO:0000384
XDD:398	female	PATO:0000383
XDD:400	female	PATO:0000383
XHU:292	female	PATO:0000383
XHU:297	female	PATO:0000383
XHU:305	female	PATO:0000383
XHU:307	female	PATO:0000383
