source	target	target_id
100	14th week post-fertilization human stage	HsapDv:0000051
130	18th week post-fertilization human stage	HsapDv:0000055
175	25th week post-fertilization human stage	HsapDv:0000062
450	6-month-old human stage	HsapDv:0000179
