source	target	target_id
409b2	409B2	CVCL_K092
H9	WA09	CVCL_9773
Hoik1	HPSI0314i-hoik_1	CVCL_AE82
Kucg2	HPSI0214i-kucg_2	CVCL_AE60
Sc102a1	SC102A-1	CVCL_IT66
Sojd3	HPSI0314i-sojd_3	CVCL_AE87
Wibj2	HPSI0214i-wibj_2	CVCL_AE65
