source,target
Basal,basal cell of prostate epithelium
Club,epithelial cell of prostate
Endothelia,endothelial cell
Fibroblast,fibroblast
Hillock,epithelial cell of prostate
Leukocytes,leukocyte
Luminal,luminal cell of prostate epithelium
Smooth muscle,smooth muscle cell of prostate
